videostatsid,ytvideoid,views,comments,likes,dislikes,timestamp
1520357,aYtVJ7gYIWw,434982,2302,16949,344,2020-04-10 14:00:58
726392,sLlMe3h7pKg,1853007,6300,75651,4786,2019-09-20 06:30:24
3045,UoUeBLp5KlI,959472,3476,21569,846,2019-04-15 12:00:46
1211378,kUA9q3CWDPI,335848,1344,30997,308,2020-02-04 22:30:20
734806,IPy5k3J0_co,1076628,2972,82975,1133,2019-09-22 01:00:55
259884,2ZpjNBVjFCA,223356,614,1798,214,2019-05-29 04:30:10
1397402,C98FmoZVbjs,660216,5160,5246,681,2020-03-15 12:30:24
700230,qqNvvt79urQ,2066508,4849,93585,2226,2019-09-14 17:30:50
735778,d1010B3sKNQ,6244439,28777,352985,4129,2019-09-22 06:30:02
41237,grF8xYXMJLk,2394537,4914,117691,1258,2019-04-19 13:15:27
955654,X3QqbN18LD0,7608235,12807,506370,4964,2019-12-12 06:30:55
648172,6VUpkSxwp7w,496182,4358,18139,583,2019-08-29 14:30:58
981854,gnq7vjbOtBE,631713,1155,11775,499,2019-12-17 19:30:17
179522,BSWsCQ5bGvo,2140059,7633,61091,875,2019-05-12 08:00:18
564464,_u5_PJHi3jY,414785,2229,15207,502,2019-08-02 10:00:45
219069,mGleMvaFFsw,1545780,1769,47493,1178,2019-05-20 16:00:26
917823,atnjKuTigZ4,17577816,616,10799,6271,2019-12-04 07:30:40
1030344,Y7Rd4cn_d5s,1271934,7663,75369,1649,2019-12-28 01:00:30
843123,C6Zh-BOsYJ0,685490,5612,2857,635,2019-11-18 12:00:53
459964,jdYwMLSNHnU,385579,2085,18979,412,2019-07-11 11:30:20
158655,sxzskZXXU1g,294429,667,3059,115,2019-05-07 23:00:16
1507346,DYiIlP8FbOg,103475,219,3387,71,2020-04-07 21:00:31
498670,8CFh2PiaGxc,3493376,5906,120801,1098,2019-07-19 14:00:59
301353,HNri0mNI2PY,937340,4086,23787,1678,2019-06-07 04:30:36
442374,-p9Gy4hkwhY,1251357,3715,59368,623,2019-07-07 18:00:32
1444573,8q0nGh9Hgq4,179952,923,6490,281,2020-03-25 13:30:56
69472,vtqtyyGZvXM,13040032,31511,278760,14425,2019-04-22 13:45:34
452302,iIsHYiP3sZw,5076652,26614,131747,5841,2019-07-09 20:00:43
750172,_hpU6UEq8hA,1364410,2477,76959,1043,2019-09-25 09:00:53
821572,VyYJ762RnDA,692806,1642,29588,848,2019-11-06 22:00:27
1014023,zMJ0CY_KXAg,1145187,4678,57538,444,2019-12-24 13:30:59
862020,q8OfgGAf4c0,934960,2701,21024,431,2019-11-22 12:00:39
357482,rc4kfoG3yis,1188291,3556,33185,2301,2019-06-19 04:00:52
1153109,98_xoxVjwOQ,5976284,32401,275686,13787,2020-01-23 14:30:59
921054,SIEPY2OVnn0,1183683,1300,35368,592,2019-12-05 00:00:43
283712,XRjjZGlxa0c,712323,2110,6975,597,2019-06-03 09:30:07
433438,AU8F2k8qvW8,559578,910,7064,324,2019-07-05 21:30:11
532076,XGGWhOUYObc,1914048,15087,275994,1594,2019-07-26 15:30:10
1145034,KA5rlur99tw,254882,1086,4668,183,2020-01-21 20:30:14
1124387,XnrBjMp4vUs,455966,2372,13707,493,2020-01-17 12:00:18
1190384,mjrQR1X_52k,931588,1048,16565,1118,2020-01-31 12:30:32
416211,ghdutsFkzCE,757908,2227,11768,630,2019-07-02 06:30:53
770730,snlBA4zu2x8,510829,4333,5543,363,2019-09-29 17:30:04
986396,215UNO5EV8A,1862978,5689,115097,2372,2019-12-18 18:00:53
1206248,PziWjFeCjms,780683,1830,14278,771,2020-02-03 20:00:51
997069,soRjcajliHE,468825,8012,92708,577,2019-12-21 00:00:13
565079,fKIvrZ-gA1w,3122574,35594,426072,2184,2019-08-02 13:30:06
488539,h-vFb43txo8,1628025,4271,48332,1486,2019-07-17 11:30:36
714476,tje7v9cXEdc,127904,535,1140,87,2019-09-17 18:00:16
1424912,BtN-goy9VOY,9002881,32437,545312,5332,2020-03-21 09:30:09
1105747,wcUh2sG7SW0,583034,267,20291,439,2020-01-13 01:30:16
1481399,_DHSDKM-NgU,848109,4876,92030,4351,2020-04-02 09:30:20
173215,tABiRRswx1o,2319525,3751,63389,2102,2019-05-11 00:00:34
919805,ruKRnFws0gY,1017812,7496,48819,498,2019-12-04 17:30:57
48207,FmuTGcbu4Kc,3982965,36613,173976,2872,2019-04-20 07:00:25
1003735,PIDytLL734A,492837,1205,7918,774,2019-12-22 09:30:33
610966,LocfvJXE9O0,1419849,2734,54578,927,2019-08-21 18:30:30
739447,wFMorRyhqy8,2747401,11905,156733,2024,2019-09-23 01:30:11
10246,KMwuyXQcWfI,670053,1090,7654,229,2019-04-16 06:30:29
214845,0tbS6YYMXh4,1284545,1657,53372,2855,2019-05-19 18:30:51
1002772,BSCsHt8zUsY,245028,845,1794,1924,2019-12-22 04:30:49
304157,E2YQJPwuUbs,251876,635,17159,298,2019-06-07 19:00:18
766179,uc-_KXfHcXQ,1427126,5327,47215,1363,2019-09-28 18:00:37
631646,58u-zkDLNPg,13173651,9923,437558,11276,2019-08-26 03:30:28
1318215,thsBniaLY-8,1281433,12216,142531,524,2020-02-27 17:00:08
3953,Kb1a3OSVjXk,1715803,1405,40358,525,2019-04-15 14:15:47
369912,5rPluw_-Eb4,15465612,72706,699742,10574,2019-06-21 18:30:38
581767,f0L3RkyfEjQ,596007,1373,13382,504,2019-08-06 01:00:29
680599,bQbKLy3AAXY,1391997,4050,66572,1021,2019-09-10 14:00:59
446045,sG0D4CRvFjs,501061,2703,6991,582,2019-07-08 12:30:16
560576,2lrBphwQOrI,12050368,13993,363833,9815,2019-08-01 14:30:34
465778,RXSowM29eKg,1517913,10114,94330,2179,2019-07-12 17:00:31
1281688,DoQ6FqzDqAM,1225330,2425,33918,998,2020-02-19 23:00:26
40682,-SL8ypfeGPA,1417788,7085,47199,1553,2019-04-19 11:45:51
1138999,MreLHqY1waA,1524830,8408,156568,987,2020-01-20 13:01:01
1380283,i1nOPDNjpTU,1202219,4900,80495,420,2020-03-11 23:00:10
984152,C461fBV-J7c,165506,760,7973,111,2019-12-18 07:00:18
704491,mYF_HGcAsGc,1483995,3520,29811,963,2019-09-15 15:00:52
123930,n5jRwdEwLOY,14719730,20311,526334,22063,2019-04-28 07:45:53
761113,8SGmNHNC1Gg,928669,2317,37327,517,2019-09-27 16:01:04
696434,DYlesHOaPkY,23132281,294926,2594681,43518,2019-09-13 22:30:32
1116671,aaiA5gpm4f8,5805915,7080,116100,11061,2020-01-15 20:31:00
1126400,getvYflDK98,1307128,3228,77521,802,2020-01-17 22:00:29
474342,s5CTIMQHCEM,745898,8884,45161,3648,2019-07-14 12:00:36
378175,hWXVjzfcXRk,2124732,7003,122174,8983,2019-06-23 12:00:19
347804,tBaas4N5Rug,770687,1941,30716,470,2019-06-17 02:30:11
512566,8AnOBe11ppM,170264,1620,7226,155,2019-07-22 12:30:20
1092687,2gWqmZ05kq8,901181,3821,33495,854,2020-01-10 07:00:39
312069,EBLF26-Irdc,1415806,7558,132675,2579,2019-06-09 11:00:14
1502082,K5PQQfi3YQI,855682,3661,51274,694,2020-04-06 18:30:18
281045,hnd8Ze1ZqlE,2333106,5840,64075,1776,2019-06-02 19:30:46
1417312,rh3Ts0Vmohw,107053,448,510,94,2020-03-19 17:30:46
1068771,lQP4bk1uGXM,5522579,3556,26318,1151,2020-01-05 05:00:43
826968,bYXFz77U67E,321431,965,11687,137,2019-11-08 01:30:22
759904,aDrVrz76z1A,9769736,20868,367656,8565,2019-09-27 10:00:38
1083109,SS_TaaJGiSA,1382335,4059,37617,693,2020-01-08 06:01:03
887730,1aa5g4WdBE0,339141,1556,3787,274,2019-11-27 22:30:13
498920,UZwi9SHgzGY,5896825,11025,259858,5071,2019-07-19 15:30:32
934692,PVkP2dw04lg,162649,428,2541,52,2019-12-07 21:00:07
844372,2fDuj0D6CIo,1798119,12527,87193,1038,2019-11-18 18:30:38
364667,YBnGBb1wg98,13524570,129557,1220835,80216,2019-06-20 16:30:12
509430,oXbR-1XBr1A,1835022,2928,47226,983,2019-07-21 20:30:42
244970,SlskTqc9CEc,2674913,13156,119873,2468,2019-05-26 02:00:04
265565,7TvGNam6x3M,676844,1004,6326,339,2019-05-30 10:30:54
1432554,PBNctmhz9BI,427841,8486,18481,993,2020-03-23 01:00:05
6205,zaWyIKas2Ww,262111,550,1476,54,2019-04-15 20:15:37
74126,tXiEV-jweeg,1920086,218,4778,492,2019-04-23 01:45:32
1060894,1URzr7nKsy8,166208,696,10964,111,2020-01-03 13:00:19
429536,H3q8DmbMXik,821554,5070,55601,1472,2019-07-05 02:00:10
449497,guaP1NDp7h4,989794,1756,7566,1517,2019-07-09 05:33:09
1294612,xj7gG-iCz40,762113,739,5882,1593,2020-02-22 17:30:43
906252,J214OrZYJmA,771011,2382,36161,418,2019-12-01 20:30:14
824125,Pj45dUXWkgE,654280,2844,22062,349,2019-11-07 11:00:31
1397459,O8FJSjy3bXA,4431229,14166,213210,4351,2020-03-15 12:30:59
312832,hOkqtkvxp-w,499357,1482,26850,443,2019-06-09 14:30:48
1262019,b8bvFrhpzDU,552081,3441,65552,242,2020-02-15 17:00:13
1305862,po5n6N4BrB8,2934281,3911,46343,3755,2020-02-25 02:00:57
787763,DCEewyIE_0c,540676,4308,46616,2436,2019-10-30 20:00:50
469491,cvEFLYEUL2o,751859,2280,30579,378,2019-07-13 11:30:46
1267289,UwD_ueQRuj4,3675964,7713,84106,1982,2020-02-16 20:00:17
675109,jHTBEK_uc-M,701500,3805,27945,1282,2019-09-09 10:01:00
686627,WWozF4loq9U,547885,1436,24051,886,2019-09-11 21:00:20
106416,Wpq4Y57K1eU,1869536,9928,42739,1521,2019-04-26 12:00:39
186235,jVcAikLBNWo,670255,3355,8586,275,2019-05-13 18:00:08
1202334,gnBBEv5a-F8,792460,2280,56251,600,2020-02-03 00:30:33
512302,XnceukLjrxk,610785,5054,68019,692,2019-07-22 11:00:43
430907,MEI5xGbX6LA,922977,4504,41221,707,2019-07-05 08:30:48
552495,cIO6YbXg0P8,1016658,2901,35122,609,2019-07-30 21:30:55
1412163,DCdxKgJFX9Q,779343,7179,67530,1059,2020-03-18 15:00:40
1322527,cvQ7hzJX5Lk,3305610,11024,524383,3520,2020-02-28 15:00:12
223568,KNOekkXKqE4,1106848,14576,137719,2134,2019-05-21 14:30:55
728322,-IEb4Li22-g,783766,5563,19793,1506,2019-09-20 16:30:05
85675,a1jaIFG-3eg,901777,3987,36898,755,2019-04-24 07:30:04
651697,lL82X3TxXbM,644706,1048,43947,621,2019-08-30 08:30:15
494962,e82JHkkPw54,4900150,5261,86581,3474,2019-07-18 19:30:49
867626,ceN2b3isjFI,1327935,5194,69826,635,2019-11-23 16:30:28
1335367,QtldQK3QgS4,1839619,6095,52670,2176,2020-03-02 09:00:24
573961,Xl2_0WsXT2k,704970,2702,15014,1830,2019-08-04 10:00:23
397307,Tn0pKxShY8Q,660833,29260,74693,386,2019-06-28 04:30:38
722224,krPgdI5Qn_I,1208384,5712,46515,2524,2019-09-19 09:00:49
500569,zKlNE6g4Bno,263184,2499,6700,283,2019-07-20 00:00:12
505255,wF7B14g1iLQ,1989551,10238,105270,2765,2019-07-20 23:30:30
113500,BfPgTFYz1HE,640957,1943,7859,278,2019-04-27 05:45:36
349278,awgcC3Mg4Zc,1563401,4415,90752,1719,2019-06-17 10:00:21
666137,YCrD2RlipAg,10626005,5967,122012,6332,2019-09-02 09:00:05
1126395,e2K3YIOO2zg,846822,1671,23938,642,2020-01-17 22:00:26
64791,2N-cLidhOvE,2599558,24132,270501,6929,2019-04-22 01:45:14
1340951,hsWr_JWTZss,1551923,4732,98390,596,2020-03-03 13:30:30
781577,jJUGwW9x9LM,305430,710,11397,133,2019-10-29 12:30:43
1245006,HSxPwolOC9c,638920,3003,40246,1059,2020-02-12 02:00:11
597295,JydTSJ7VrTc,2073544,1220,18521,3536,2019-08-18 22:00:14
647010,U56Uimuw5Ac,950875,3088,36724,1719,2019-08-29 09:00:21
307436,usnP8wwsLJI,486583,1036,5629,441,2019-06-08 11:30:25
1265282,b-GW7_e2aJA,1784579,7083,41603,5068,2020-02-16 09:30:30
793921,RRcXtqamWWM,1106884,6738,103018,1912,2019-11-01 03:30:20
815401,wuQr6WWGeQE,262164,409,9246,146,2019-11-05 14:30:24
732692,IK1nXr-ia2Y,846043,1579,13009,917,2019-09-21 14:30:13
177845,ZoEHGjT7gc4,926293,3718,21962,716,2019-05-11 23:30:21
61514,Ale-lcZwagQ,1288781,2066,49469,617,2019-04-21 17:15:24
3146,81UOofW82FY,9634489,16114,304467,2707,2019-04-15 12:15:44
13564,rcGjykjs2Kk,1344354,10351,11730,1293,2019-04-16 15:00:02
326241,JV0B4QpQe1E,577625,1673,30650,500,2019-06-12 11:00:37
154495,apj1uhafvhQ,1153107,4852,36926,1062,2019-05-07 02:00:38
159149,6UgO849F8DQ,3648255,11244,33530,3681,2019-05-08 01:30:12
607696,5L1RMS8zUlU,827197,2753,46956,902,2019-08-21 02:00:31
43885,F4yz-P94n0Q,744632,15448,9467,3049,2019-04-19 20:00:21
725711,1lH7RjiBHP0,1919745,5900,45640,2762,2019-09-20 03:00:28
914961,X8TfzFTM5Ys,592507,3539,95212,228,2019-12-03 17:00:12
87138,vtqtyyGZvXM,14006382,32731,290521,15322,2019-04-24 11:00:55
1463291,gejbbL1AaJk,2361210,6273,136957,2111,2020-03-29 12:00:19
1296163,DHCd3ByFTGw,561257,3063,44515,251,2020-02-23 01:30:22
1485393,6UPymGndy_w,466368,8874,29713,443,2020-04-03 05:30:48
616813,_O81JcoSgJg,1629250,3594,31384,3665,2019-08-23 00:00:41
743383,-lHTIxecyjk,1924602,2425,43715,2544,2019-09-23 22:00:38
856517,dy5MnKNOqSM,222732,1885,30188,409,2019-11-21 08:00:37
499578,dQ80ui7zur4,2164293,10521,106972,1307,2019-07-19 19:00:12
126218,IU_Cb6EJGsY,238846,559,1517,117,2019-04-28 13:30:47
437073,7DWWkU6Jerw,2130526,15455,51782,7571,2019-07-06 15:30:29
1118870,2qO3OpoRgwc,1083576,207,44558,1055,2020-01-16 08:00:34
590712,mlhm_QEKR0I,470692,5167,19895,517,2019-08-07 22:00:52
1225104,JC4xlDmwlOw,1779154,2767,51057,650,2020-02-07 20:30:50
1534906,paT_ceofN0w,3170841,18823,188762,2387,2020-04-13 15:30:55
1419871,e7QRV4IEf9k,1018412,3935,6304,2439,2020-03-20 07:00:21
478291,m_-N3bOJTQk,2014744,2842,67893,749,2019-07-15 08:00:31
584354,eOVSDjylL7M,440341,780,19155,451,2019-08-06 14:00:37
1349284,y8c_mAxW7QI,450914,1424,22035,93,2020-03-05 08:30:10
1339820,hQDE-vpfjyk,385569,1827,2485,373,2020-03-03 07:30:58
1012930,4t4-mBexJ1g,1295430,1566,15558,419,2019-12-24 08:00:47
533471,5unB1WWHKBI,417728,5747,51964,265,2019-07-26 22:30:07
886097,UWkHUtRDTo0,268119,993,8394,228,2019-11-27 14:00:36
895387,7B9Vab4OlEA,3093568,3021,32211,3968,2019-11-29 13:01:00
85615,6Gdj5JdSMbU,407671,1439,1753,73,2019-04-24 07:15:24
1394052,d5_7wsSrnVo,4320297,36027,242981,9053,2020-03-14 19:30:52
742082,wiCRhrWpDbI,1054166,4166,38993,394,2019-09-23 15:00:54
200559,z8AdxtkkQDo,987979,3861,38775,1505,2019-05-16 18:30:34
463242,IarpyaKPwlQ,5743102,30832,139254,5194,2019-07-12 04:00:49
1338753,UHnjcOZsCW4,697120,1878,10116,466,2020-03-03 02:30:06
977151,3NR6EDgbuTM,553516,6660,75543,2033,2019-12-16 20:00:12
415733,4VosRKPBGE8,3446579,30063,243982,2864,2019-07-02 04:00:54
709029,aa5mJ0I5FuM,2512825,5438,33304,1463,2019-09-16 14:00:48
1035758,y-JtJoIYbv0,2730506,5067,128273,2005,2019-12-29 04:30:53
1262632,FdT9ojLQZpY,1433982,6294,98157,3867,2020-02-15 20:00:29
745518,1M2GhWcJ9Rk,1591509,4474,62709,1166,2019-09-24 09:30:06
792297,RTTVha9Rua4,413913,1025,9148,468,2019-10-31 19:00:55
669041,M3N06KyK3s0,5199701,14003,223549,9067,2019-09-02 23:30:24
913118,uUx2OB2n5lU,420270,12056,42947,256,2019-12-03 07:30:19
547225,_ACFx1OKAKU,482062,9092,55012,712,2019-07-29 19:00:42
208863,nVaQmzwKg2Y,2525807,42476,407974,3853,2019-05-18 12:30:24
94912,Wpq4Y57K1eU,1561367,9100,38923,1266,2019-04-25 07:00:17
460145,rTYu5vRH5lY,1637977,2993,27313,2971,2019-07-11 12:30:14
473967,go4NJfP2a80,297545,1834,12953,180,2019-07-14 10:00:47
419429,4LHsprQ-2lE,376779,934,4287,155,2019-07-02 23:00:46
1534078,GOhxz9n73Y0,316451,595,5716,134,2020-04-13 11:30:09
112766,c8Mljz89-v4,2257952,5659,49885,5788,2019-04-27 04:00:15
1426687,vgASmAxreUU,1268854,6175,159468,698,2020-03-21 18:30:36
476976,UtnsWzaoRtg,11136451,40344,480163,8136,2019-07-15 01:30:14
1316399,ZObdI758UiY,504422,1659,19661,215,2020-02-27 07:30:25
1115916,f7TCzxOS6H4,5479778,8967,199466,2321,2020-01-15 17:00:13
1115800,wcUh2sG7SW0,747751,267,22632,500,2020-01-15 16:01:01
1298029,FJBRWUkuad4,1899017,3552,50317,2238,2020-02-23 11:00:14
13976,Td1diFNqe6c,2773209,5369,109137,660,2019-04-16 16:00:09
1071126,PSO7Qld8aQM,1024539,5086,12776,1114,2020-01-05 17:00:49
317126,RZOJW5pZWag,669152,5454,13343,1708,2019-06-10 12:30:05
975453,M13dWRL9qkc,1108636,2993,44963,720,2019-12-16 11:30:14
849515,cZXZEKHBvhA,2372785,10815,157274,3260,2019-11-19 20:30:49
441439,EVziaZpSQQ4,811655,1562,18474,676,2019-07-07 13:30:12
1395956,O8FJSjy3bXA,4388498,14091,211232,4300,2020-03-15 05:00:51
877700,phhbUW7QqQE,1135727,4132,37196,2310,2019-11-25 19:30:38
579398,vv8MI_y1Lsg,15356354,8948,251123,11753,2019-08-05 13:00:45
1021899,4OnwUz-I2GI,2633401,18507,137980,4426,2019-12-26 06:00:21
1478033,a-PudSeHdoQ,881182,1467,65344,930,2020-04-01 16:30:18
1505702,y3lcPRHo_nY,396368,377,5421,200,2020-04-07 12:30:52
1380608,PWdeWSWnBRw,539288,3772,30778,362,2020-03-12 00:30:25
1067147,pChFGe57mLk,1142482,3476,5261,554,2020-01-04 21:00:10
91459,BQfKhwmlSVM,1537130,15668,141928,991,2019-04-24 22:15:06
1454784,DZsuLddC1s4,482586,1189,31220,358,2020-03-27 17:00:33
191127,fFZsQUKorjs,1502029,5944,56856,1983,2019-05-14 18:30:44
573724,dfQpRsqdBRw,1136917,2899,18860,505,2019-08-04 08:30:53
621341,HTLM_Qgujvw,380230,1494,25568,370,2019-08-23 23:00:49
234346,1MuMrZChYVk,1596599,6137,16254,960,2019-05-23 20:30:45
1223715,pILCn6VO_RU,104592970,228831,2376603,135260,2020-02-07 13:30:41
34501,kFiDlFT_8AI,152676,432,3801,116,2019-04-18 20:15:26
797925,0j9XYLsV5DM,885842,2423,23839,461,2019-11-01 23:30:43
361037,G3HfLZiuBnk,3395451,6047,85954,1806,2019-06-19 22:00:47
1082354,LSZ1xygUbOE,318896,754,16843,370,2020-01-08 02:30:17
996306,5SnKP_jjWKg,516556,5269,4118,1714,2019-12-20 20:00:29
752717,HMJXsQL1xdQ,3303599,16232,168459,4552,2019-09-25 22:00:26
200396,cRh8ImHp5fY,1250116,2515,21310,1168,2019-05-16 17:30:50
1200724,i5-HNYORIkY,390385,913,1496,179,2020-02-02 16:30:26
970245,dk3TmkVJfyQ,1452959,12061,63813,1155,2019-12-15 09:00:50
393180,maHEmS0GPlU,4279807,43691,303958,8634,2019-06-27 07:30:40
1063241,Es3RnyhX9Y4,818469,4568,78303,490,2020-01-04 01:00:17
327978,3fr1Z07AV00,2727879,23046,171637,970,2019-06-12 20:00:12
794352,yM8SM66G7g0,1844253,17687,132923,1377,2019-11-01 05:30:38
853895,HAI39mb3QaI,994969,1458,7160,1422,2019-11-20 19:00:07
397701,ZbJpIgJ-0js,622663,3829,45307,478,2019-06-28 06:30:42
1450174,EueTw6utIVM,1564762,324,7437,2244,2020-03-26 18:00:22
1149722,4NRXx6U8ABQ,5951515,29479,506639,7170,2020-01-22 21:00:05
1346085,Nq4BJpCk2pU,322556,358,9166,319,2020-03-04 16:00:22
874823,w2xGzHjYCcY,1045671,3569,38781,1302,2019-11-25 05:00:36
1513712,TF4aDG-ZF5g,723938,5832,41327,1872,2020-04-09 05:00:24
1294266,d7qqu9HC7V0,6324901,15836,197792,3833,2020-02-22 16:00:13
1487946,wKBSVk2E9p8,2559770,23139,195314,1791,2020-04-03 18:30:26
1083025,07QZTwX7yZE,658663,809,11400,405,2020-01-08 06:00:10
918353,AXITUMWEiTQ,585828,1773,8564,384,2019-12-04 10:30:08
524309,VLTggBNLhiA,1131027,2794,31936,916,2019-07-25 00:30:22
961190,YU58UOXGrqU,3943801,25383,196114,5578,2019-12-13 11:00:24
1144254,CKPcJEwHT9Y,1010469,6116,94211,275,2020-01-21 16:30:08
818871,QLx2WZWilBc,2128461,3474,37032,1545,2019-11-06 08:01:06
1396250,6Ten2oCgnb0,834153,3831,49159,486,2020-03-15 06:30:50
1510877,IzWmf5eU6lM,1577455,4962,62408,2300,2020-04-08 15:00:07
1501270,c6D8v6DhKc4,3811375,8496,252367,2232,2020-04-06 14:01:00
771425,hOeJcQ_Iw7k,1898626,2459,15392,756,2019-10-09 04:00:06
1283026,zq2G-UQ4jG8,823642,3284,8319,538,2020-02-20 06:30:10
560858,U-JiQZPiIXU,1729084,9579,72800,2187,2019-08-01 16:00:26
1514552,THxmiog5PjU,362187,739,15837,224,2020-04-09 09:00:52
722831,cCCwX5lHSlQ,566178,3907,11397,861,2019-09-19 12:30:06
625069,MGOPirL5AT4,843741,2652,38579,797,2019-08-24 18:00:50
903108,ZLuxpDxhHYA,734038,1313,8337,310,2019-12-01 04:30:16
819399,S-3lZkQKz6k,2278067,3408,19545,1353,2019-11-06 11:00:15
534342,ljVe871AxrY,710380,2876,10756,582,2019-07-27 02:30:48
417080,NOhawF13K1I,1508072,2222,60647,833,2019-07-02 11:00:48
46587,yw4DbIWmugw,4160905,13870,106940,4944,2019-04-20 02:45:54
626273,E60h4ciy2pM,8315253,7975,276319,5078,2019-08-25 00:30:13
673463,EaxaGQQJkQs,429972,1401,24295,257,2019-09-09 02:00:10
1068689,ITWjUldcViQ,645304,5786,16537,373,2020-01-05 04:30:55
383800,PKeezUienOw,885162,2272,29405,660,2019-06-24 16:30:06
786706,3Z848BYmNO8,822643,3970,36943,1575,2019-10-30 14:30:58
1317238,shAFi8roRvA,867263,2231,10017,350,2020-02-27 12:00:03
1499258,qaA7HuhH6Ko,9730012,33716,574732,14312,2020-04-06 04:00:21
748848,N5kRC4h44Kk,2017953,4898,43834,3235,2019-09-25 02:30:23
1008728,JUmZ3NfiHDI,5004680,8390,251229,2550,2019-12-23 10:30:55
572944,0ytoUuO-qvg,831657,4874,59768,1499,2019-08-04 05:00:10
721973,YkouYCGE8ao,732427,1419,24116,549,2019-09-19 08:00:19
1368504,h-5YupxsB-I,508454,2028,25303,188,2020-03-09 11:00:17
1300264,wXSPz5Pw8-g,467234,946,20011,228,2020-02-23 22:00:45
1453872,xHpkPGhTnLU,264548,1172,2751,195,2020-03-27 12:30:23
478576,T1CQL4UfJdE,960013,6251,108456,756,2019-07-15 09:30:23
568195,qAeM8zVjvpk,755261,13583,30989,390,2019-08-03 05:00:32
441532,soKJm7td3Hc,737414,3224,8315,282,2019-07-07 14:00:08
650081,GhFlWt1jcSs,1343298,16862,152404,2078,2019-08-30 00:30:06
1098036,r_CcVtDGeZo,1442925,2228,88224,1502,2020-01-11 10:30:18
1026296,0n9ITSKRAMA,487851,1117,12423,227,2019-12-27 04:30:13
543288,q3eFXeO62oo,3121874,11524,99393,2565,2019-07-28 23:30:18
690860,Ywpoj0SS0sk,1617641,4401,100362,723,2019-09-12 18:30:15
548794,lu8OSwr9Kzo,2789804,8038,113296,2994,2019-07-30 03:00:34
975804,m-QxD0vuABM,17134589,110499,1270545,132283,2019-12-16 13:00:49
1438880,ozmh40wwAGc,559440,2853,9423,679,2020-03-24 09:00:13
602137,Z6NG3RfsiP8,723296,2385,33247,448,2019-08-19 22:00:38
356698,x8QeSZpr0bs,5469427,68934,135977,114266,2019-06-19 00:00:47
301519,ZPptg2SbmF4,167244,607,7460,111,2019-06-07 05:30:23
54651,GBJE3AXzVts,907730,1295,13662,797,2019-04-20 23:30:40
1104524,_MtX8wB2eWc,452748,2698,37916,744,2020-01-12 19:00:46
175256,7Lb9dq-JZFI,1791707,2877,49652,2082,2019-05-11 10:30:13
667450,mBwt3Pa8N5Q,2175535,5397,116826,1901,2019-09-02 15:30:19
677941,gyDpJNcuo54,3937671,4253,42184,2137,2019-09-10 00:30:54
826364,vWM9cemb07c,440860,8334,19209,368,2019-11-07 22:30:16
82665,oVWEb-At8yc,910099,8180,80035,659,2019-04-23 23:45:20
471401,QxZ_iPldGtI,2522921,10175,81139,2277,2019-07-13 21:00:55
256542,XfOrJp8bKbE,2029464,2367,44913,1521,2019-05-28 11:30:47
38915,PeHNLikDiVw,1676909,7917,30757,3394,2019-04-19 07:30:04
1322892,7NdXMVmaprQ,1177412,2191,18639,891,2020-02-28 16:30:58
376779,jtQguOMLnN0,2631560,4365,51109,2109,2019-06-23 05:00:17
159232,Nt9L1jCKGnE,35262963,93214,1425684,18999,2019-05-08 02:00:03
813932,leJNDpm_G10,5645099,15245,326019,6555,2019-11-05 07:00:39
1069276,wORAnKFvuDM,812921,856,10034,223,2020-01-05 07:30:52
851619,yA7wdvv4VmM,1140035,2681,14979,1073,2019-11-20 07:30:08
805894,98O-SncoWnQ,3274436,22320,262734,2601,2019-11-03 14:30:52
874828,udxR5rBq_Vg,2276662,2218,8611,961,2019-11-25 05:00:39
670252,YSqHZUCkFfQ,3399506,4518,129942,7468,2019-09-03 05:33:56
861705,411PZobXlYQ,709211,1221,20259,407,2019-11-22 10:30:22
1066178,VR3d-uh7HSw,965127,4658,77121,1003,2020-01-04 16:00:17
917652,HwRoQCo2dDk,1332405,1511,15222,504,2019-12-04 06:30:56
187058,ZPBvrQ4yyOg,1500057,2888,58962,1987,2019-05-13 22:00:23
252024,j2_dJY_mIys,2397444,4095,97050,2763,2019-05-27 13:00:35
894127,57LgNxqkJTM,871808,3745,28137,2893,2019-11-29 07:00:10
309178,8939aURV9Dc,1273803,12115,54926,6460,2019-06-08 20:30:03
244541,r3lVljDJFx0,1556479,6353,76672,1663,2019-05-25 23:30:43
648042,fFzM-7_dSyE,15385892,83730,1594550,10847,2019-08-29 14:00:40
1528949,zD4QbpxQRJY,499423,587,4020,64,2020-04-12 09:00:48
1496377,sZf8hnH7Tbc,590952,3940,70842,215,2020-04-05 13:00:48
1310744,ShDVKJJ9Coc,7408980,12797,170464,4015,2020-02-26 03:00:05
180929,FjDcztyjTaI,9824960,9045,108604,7661,2019-05-12 15:00:28
981259,91EbLwkdkV4,973265,2437,12210,389,2019-12-17 16:30:17
463382,qFdADqY0GtM,5925772,28015,351307,11675,2019-07-12 05:00:15
305182,8q8hEuTxLmg,1162353,1521,31398,529,2019-06-08 00:00:38
818080,tdQd02nx7zQ,309911,1096,2829,93,2019-11-06 04:01:01
545864,2xG1Umugpxs,9995164,5532,421451,12124,2019-07-29 12:30:04
1448643,DYsySLIMOGA,1709025,1089,32714,3692,2020-03-26 10:01:02
320434,UeOy1WKeTRY,2899664,2816,70840,1796,2019-06-11 06:00:10
