collision_index,date,day_of_week,time,collision_severity,number_of_vehicles,number_of_casualties,speed_limit,light_conditions,weather_conditions,road_surface_conditions,urban_or_rural_area,road_type,longitude,latitude
2021302101649,30/09/2021,5,07:17,3,2,2,70,1,2,2,2,3,-1.324718,53.21528
2021302101635,21/10/2021,5,07:45,3,2,1,60,1,1,1,2,6,-1.415273,53.057695
2021302101940,30/11/2021,3,17:14,3,2,1,30,4,9,1,1,6,-1.288353,52.922838
2021501028406,02/02/2021,3,13:49,3,1,1,30,1,2,2,2,6,-4.252509,50.813674
2021501049202,07/05/2021,6,15:36,3,2,2,30,1,1,1,2,6,-3.434559,50.664613
2021501063768,20/06/2021,1,18:48,3,2,1,60,1,1,2,2,6,-4.073823,50.976312
2021501072572,23/06/2021,4,08:50,3,2,1,60,1,1,1,2,6,-3.841039,51.032879
2021501095336,27/08/2021,6,12:49,2,3,8,70,1,1,1,2,3,-3.377909,50.925327
2021471013066,08/01/2021,6,15:00,2,2,1,20,1,1,1,1,6,0.096223,50.96844
2021471032799,05/04/2021,2,17:12,3,2,2,60,1,1,1,2,6,0.20532,50.753861
2021471035521,14/04/2021,4,09:47,3,2,1,30,1,1,1,1,1,0.558609,50.875514
2021471039347,26/04/2021,2,11:45,3,2,1,30,1,1,1,1,6,0.446608,50.841085
2021471083668,03/09/2021,6,13:18,3,2,1,30,1,1,1,2,6,0.244999,50.815936
2021471089043,18/09/2021,7,14:30,2,2,1,30,1,1,1,1,6,0.043443,51.094995
2021471113595,24/11/2021,4,08:14,3,1,1,30,1,1,1,1,6,0.436464,50.843519
2021421019978,04/02/2021,5,07:35,2,2,1,30,1,9,1,2,6,0.73611,51.817231
2021421036002,15/04/2021,5,14:35,3,2,1,40,1,1,1,2,6,0.30023,51.575211
2021421051072,01/06/2021,3,15:57,2,1,1,30,1,1,1,1,6,0.468916,51.770347
2021421071348,22/07/2021,5,12:00,3,2,1,50,1,1,1,2,6,0.605689,51.617626
2021421081826,28/08/2021,7,09:00,3,2,1,60,1,1,1,2,1,0.525576,51.85045
2021421096336,07/10/2021,5,14:18,3,3,1,30,1,1,1,1,6,0.684277,51.61438
2021421105444,03/11/2021,4,08:41,3,2,2,60,1,1,1,2,6,0.529533,51.786901
2021421108023,09/11/2021,3,21:27,3,4,1,40,4,1,1,2,1,0.131708,51.78754
2021421111258,17/11/2021,4,14:15,3,2,2,30,1,1,1,2,6,-0.0053,51.655639
2021421112346,21/11/2021,1,04:15,3,2,2,30,4,1,2,1,6,0.855595,51.878443
2021421126493,26/12/2021,1,20:38,2,1,1,60,4,7,2,2,1,1.05536,51.871596
2021421127550,31/12/2021,6,12:41,3,2,1,30,1,1,1,1,2,1.152594,51.797444
2021531023764,23/02/2021,3,15:10,3,2,1,30,1,4,1,1,6,-2.069569,51.904213
2021531041334,01/05/2021,7,14:06,2,2,1,50,1,1,1,2,6,-2.170547,51.823739
2021440180571,11/05/2021,3,07:31,2,2,1,30,1,1,1,2,6,-1.22908,50.851025
2021440222391,07/06/2021,2,17:51,2,2,1,20,1,1,1,2,6,-0.950667,51.243372
2021440381440,21/09/2021,3,15:10,3,2,1,30,1,1,1,2,6,-1.199035,50.909807
2021440464997,19/11/2021,6,13:25,3,2,3,60,1,1,1,2,6,-1.441312,51.107395
2021411025360,17/02/2021,4,20:35,3,3,1,30,4,1,2,1,6,-0.049278,51.709524
2021411028740,08/03/2021,2,16:33,3,2,1,70,1,1,1,2,3,-0.232809,51.681451
2021411029669,20/03/2021,7,13:40,3,2,1,60,1,1,1,2,6,-0.157659,51.808599
2021411057060,12/04/2021,2,16:25,3,2,1,40,1,1,1,2,6,-0.511007,51.619565
2021411043510,23/04/2021,6,14:47,3,2,1,40,1,1,1,2,3,-0.426673,51.756074
2021411042433,29/04/2021,5,08:15,3,1,1,30,1,1,1,1,9,-0.015967,51.757581
2021411078484,02/08/2021,2,06:52,3,2,1,30,1,1,1,1,6,-0.030394,51.807938
2021411080209,18/08/2021,4,13:00,3,2,1,60,1,1,1,1,1,-0.24545,51.751843
2021411099680,15/10/2021,6,19:10,3,2,1,30,4,1,1,1,3,-0.207805,51.897864
2021411108395,06/11/2021,7,04:03,3,2,1,30,1,1,2,1,6,-0.352829,51.815209
2021411118351,02/12/2021,5,12:56,3,1,1,30,1,1,1,1,6,-0.193082,51.814472
2021461015842,11/01/2021,2,10:30,2,1,1,60,1,1,2,2,6,1.198893,51.363765
2021461015470,11/01/2021,2,16:40,3,2,1,40,6,2,2,2,6,0.207527,51.384593
2021461022235,07/02/2021,1,17:38,3,1,1,50,1,3,3,1,3,0.502883,51.333175
2021461024551,19/02/2021,6,13:30,3,2,1,30,1,1,1,1,6,1.273978,51.149139
2021461029907,16/03/2021,3,08:30,3,2,2,70,1,1,1,2,3,0.443301,51.399807
2021461049538,07/05/2021,6,19:13,3,2,2,30,1,1,1,2,3,0.277248,51.440438
2021461060682,05/06/2021,7,20:45,3,2,1,50,1,1,1,2,6,0.157005,51.317232
2021461064792,08/07/2021,5,12:25,3,1,1,30,4,1,1,1,6,0.21462,51.445749
2021461100060,08/08/2021,1,05:57,2,2,1,30,1,1,2,2,6,0.067867,51.188133
2021461086106,31/08/2021,3,17:58,3,1,1,30,1,1,1,2,6,0.06299,51.202617
2021461109096,15/10/2021,6,15:10,2,3,1,50,1,1,1,1,3,0.237667,51.443215
2021461105373,18/10/2021,2,18:20,2,2,3,40,4,2,2,2,6,0.29704,51.450888
2021461106097,01/11/2021,2,03:50,3,2,1,30,1,1,1,1,6,0.733846,51.346917
2021461107887,03/11/2021,4,17:40,3,2,1,30,4,1,1,1,6,1.135514,51.085668
2021461109198,08/11/2021,2,09:20,2,2,1,50,1,1,1,2,3,0.301329,51.430543
2021041014331,12/01/2021,3,16:43,2,1,1,20,6,8,4,2,6,-2.33047,53.828705
2021041192536,18/02/2021,5,17:19,3,1,1,60,7,1,1,2,6,-2.987294,53.624718
2021041042655,04/05/2021,3,08:55,3,2,2,70,1,1,1,2,3,-2.724912,53.799817
2021041070848,30/05/2021,1,06:25,2,2,2,50,1,1,1,2,3,-2.67031,53.71766
2021041059953,27/06/2021,1,00:48,2,1,1,60,6,1,1,2,6,-2.615328,53.71205
2021041065018,11/07/2021,1,14:42,3,2,2,40,1,1,1,1,6,-2.830471,53.556221
2021041069872,23/07/2021,6,15:50,3,2,2,30,1,1,1,1,6,-2.876852,53.577031
2021041084076,02/09/2021,5,10:20,1,2,2,40,1,1,1,1,6,-2.754697,53.527673
2021041101178,21/10/2021,5,08:47,2,2,1,30,1,1,1,1,6,-2.680682,53.695598
2021041101879,23/10/2021,7,18:18,2,2,5,40,4,1,1,1,6,-2.667705,53.746437
2021041139085,10/11/2021,4,10:10,3,2,1,30,1,1,2,2,6,-2.3557,53.745692
2021041115641,25/11/2021,5,09:00,3,1,1,20,1,1,1,2,6,-2.430594,53.71797
2021332100149,23/03/2021,3,15:15,3,2,3,30,1,1,1,1,6,-1.168365,52.614401
2021320003040,02/01/2021,7,23:45,3,2,1,30,6,3,4,1,6,-0.534215,53.253322
2021320049708,22/01/2021,6,15:35,3,2,1,30,1,1,1,1,6,-0.554091,53.193648
2021320138787,11/03/2021,5,16:00,3,1,1,30,1,1,1,1,6,-0.529414,53.245118
2021320210796,17/04/2021,7,19:45,2,1,1,30,4,1,1,1,6,-0.055798,52.976408
2021320213997,19/04/2021,2,13:41,3,2,1,60,1,1,1,2,6,-0.487485,53.129623
2021320221565,20/04/2021,3,19:30,3,2,1,30,1,1,1,1,6,-0.544516,53.221399
2021320220478,21/04/2021,4,11:57,2,1,1,30,1,1,1,1,6,-0.529655,53.230638
2021320297083,29/05/2021,7,13:20,2,2,1,40,1,1,1,1,6,-0.027675,52.966297
2021320361058,26/06/2021,7,21:45,3,1,1,60,6,1,1,2,6,-0.317355,53.210849
2021320511837,03/09/2021,6,12:56,3,2,1,30,1,1,1,1,6,-0.779326,53.401033
2021320537377,14/09/2021,3,11:15,3,1,1,60,1,2,2,2,6,0.104263,53.118903
2021320594578,12/10/2021,3,18:50,2,1,1,60,6,1,1,2,6,-0.027128,53.495694
2021361054260,20/04/2021,3,07:18,3,2,1,30,1,1,1,2,6,0.227917,52.600567
2021361068577,21/06/2021,2,17:12,3,2,1,30,1,1,1,1,3,1.29283,52.65489
2021361083646,17/07/2021,7,11:30,3,2,1,30,5,1,1,1,6,1.295511,52.625262
2021361087434,27/07/2021,3,16:00,3,2,1,30,1,1,2,1,6,1.277519,52.654038
2021361095820,02/08/2021,2,17:34,3,1,1,70,1,1,1,2,3,0.733655,52.427447
2021361079750,22/08/2021,1,13:14,3,2,1,30,1,1,-1,1,6,1.336167,52.639413
2021361089446,15/09/2021,4,21:25,1,2,1,70,5,1,1,2,3,0.861792,52.452023
2021361124591,02/10/2021,7,19:00,3,1,1,40,6,1,2,2,6,1.688493,52.586924
2021361097836,12/10/2021,3,16:35,2,1,1,40,1,1,1,1,6,0.398472,52.761302
2021361140876,17/11/2021,4,08:26,3,2,1,60,1,1,1,2,6,0.958549,52.464831
2021361147567,16/12/2021,5,06:40,3,2,1,60,6,1,2,2,6,1.258522,52.756622
202131A022521,05/02/2021,6,05:45,3,1,1,30,4,2,2,1,6,-1.236863,53.125488
2021311077790,13/08/2021,6,00:25,3,3,1,60,6,1,1,2,6,-0.826195,53.079262
202131B111721,25/08/2021,4,08:31,3,2,1,30,1,1,1,2,6,-1.116983,53.098384
2021311101331,19/10/2021,3,19:58,2,2,1,30,4,1,1,1,3,-0.799059,53.085571
2021430136087,31/03/2021,4,19:30,3,1,1,60,6,1,1,2,6,-1.425283,52.010716
2021430260020,07/06/2021,2,07:35,3,2,1,30,1,1,1,1,6,-1.584536,51.762601
2021430450214,07/10/2021,5,14:44,3,3,1,60,1,1,1,2,6,-1.421275,51.791168
2021211100231,08/04/2021,5,17:35,3,2,1,30,1,1,1,1,6,-1.823457,52.695702
2021211103772,28/10/2021,5,16:30,3,2,1,50,1,8,-1,2,3,-1.834958,52.651156
2021371069234,30/05/2021,1,17:42,3,1,1,30,1,1,1,1,6,1.146337,52.060133
2021371100770,31/08/2021,3,07:15,3,1,1,70,1,1,1,2,3,0.949222,52.218071
2021371094567,27/09/2021,2,09:05,3,2,1,30,1,9,-1,1,6,1.202455,52.061777
2021371118982,08/12/2021,4,16:19,2,6,8,70,6,1,1,2,3,1.236021,52.025323
2021451020736,10/02/2021,4,20:46,3,2,1,40,7,1,1,1,6,-0.440591,51.422358
2021451022860,19/02/2021,6,12:30,3,2,1,30,1,1,1,1,6,-0.622375,51.317636
2021451036435,17/04/2021,7,10:46,2,1,1,20,1,1,1,2,6,-0.401362,51.236357
2021451052403,05/06/2021,7,01:10,2,1,1,50,4,1,1,2,3,-0.802275,51.208549
2021451058848,19/06/2021,7,22:24,3,2,1,40,7,2,2,2,3,-0.493923,51.461786
2021451063507,06/07/2021,3,17:30,3,2,1,50,1,8,2,2,1,-0.783526,51.225774
2021451070853,26/07/2021,2,21:00,2,1,1,60,6,1,2,2,6,-0.719111,51.205546
2021451084437,02/09/2021,5,20:50,3,2,1,30,4,1,1,1,1,-0.39658,51.368474
2021451083893,03/09/2021,6,18:35,3,2,1,30,1,1,1,1,6,-0.198235,51.323452
2021451083934,05/09/2021,1,01:15,2,2,1,70,6,1,1,2,3,-0.630594,51.367838
2021451089692,19/09/2021,1,14:15,3,2,1,30,1,1,2,1,3,-0.617076,51.184402
2021451095570,05/10/2021,3,08:40,3,3,1,50,1,1,2,2,6,-0.678516,51.114304
2021451114755,26/11/2021,6,17:45,3,3,1,30,6,1,1,2,6,-0.243983,51.308625
2021451115869,29/11/2021,2,10:41,3,1,1,30,1,1,1,1,6,-0.401264,51.37093
2021451115903,30/11/2021,3,18:30,2,1,1,30,5,1,1,1,6,-0.365822,51.369641
2021451119109,09/12/2021,5,07:05,3,2,1,30,4,1,1,1,6,-0.262027,51.33269
2021231061747,17/04/2021,7,15:00,3,2,1,40,1,1,1,2,6,-1.895142,52.262306
2021231052045,28/05/2021,6,17:07,3,2,1,30,1,1,1,1,6,-1.436319,52.477901
2021231080108,19/08/2021,5,19:18,3,2,1,70,1,1,1,2,3,-1.495451,52.4623
2021471065374,01/07/2021,5,07:18,3,2,2,40,1,1,1,2,6,-0.323227,50.928413
2021471096916,11/10/2021,2,08:10,3,2,1,70,1,1,1,2,3,-0.807216,50.838322
2021991066091,01/07/2021,5,16:30,3,2,1,30,1,1,1,1,1,-3.814263,56.120313
2021991105855,31/10/2021,1,15:30,2,1,1,30,1,1,1,2,9,-3.774264,56.056878
2021991019141,03/02/2021,4,18:15,3,1,1,60,6,6,3,2,6,-3.67159,57.281729
2021991066175,14/07/2021,4,12:22,2,1,1,60,1,1,1,2,6,-3.808944,57.526999
2021991033923,07/04/2021,4,16:45,3,1,1,30,1,1,1,1,2,-4.763187,55.949392
2021991054060,30/05/2021,1,15:05,2,2,1,30,1,1,1,1,6,-4.793962,55.63791
2021991077897,21/03/2021,1,17:00,3,2,1,60,1,1,1,2,6,-3.714088,55.687683
2021991115624,29/11/2021,2,19:35,2,1,1,20,4,1,2,1,6,-3.173289,55.971515
2021991052779,06/06/2021,1,18:55,3,1,1,60,1,1,1,2,6,-2.515091,56.694846
2021991028144,15/03/2021,2,09:45,3,2,1,40,1,1,1,1,3,-2.950876,56.486308
2021991142407,17/07/2021,7,20:45,3,2,2,30,1,8,1,2,6,-4.211327,55.939705
2021991037045,19/04/2021,2,20:23,3,2,1,70,1,1,1,1,3,-3.146711,56.18147
2021991047981,22/05/2021,7,22:15,3,1,1,30,4,1,1,1,6,-4.257429,55.886868
2021991117194,03/12/2021,6,18:14,3,1,1,30,6,1,1,1,6,-4.118987,55.86911
2021991040517,29/04/2021,5,09:10,3,2,3,30,1,1,1,1,6,-4.043251,55.868944
202160Z049328,11/04/2021,1,14:14,3,1,1,30,1,1,1,2,6,-3.739141,53.306126
202160Z108017,25/07/2021,1,13:30,2,2,1,40,1,1,1,1,6,-3.792642,53.323566
202160Z136026,14/09/2021,3,11:25,3,3,1,60,1,1,2,2,6,-3.826533,53.22897
202160Z178352,08/12/2021,4,15:30,2,1,1,30,1,1,1,1,6,-3.827051,53.323088
202160Z138701,19/09/2021,1,15:17,3,1,1,60,1,1,2,2,6,-3.23079,53.120522
202160Z110765,30/07/2021,6,12:49,2,1,1,70,1,2,2,2,3,-3.115721,53.202642
202160Z184296,21/12/2021,3,06:36,3,1,1,60,6,9,1,2,6,-3.31938,53.286429
202160Z030798,05/03/2021,6,20:50,3,2,1,30,4,1,1,1,3,-3.030643,53.027288
202160Z081205,08/06/2021,3,17:09,3,1,1,30,1,1,1,1,6,-3.037798,52.991834
202160Z156430,25/10/2021,2,12:09,3,2,1,30,1,1,1,2,6,-2.971722,53.085173
202163C051321,20/07/2021,3,11:10,3,2,1,60,1,1,1,2,6,-4.659429,51.821445
2021622100058,16/01/2021,7,04:58,1,1,1,60,4,2,2,2,3,-3.876921,51.661118
2021622100522,10/07/2021,7,11:13,3,1,1,30,1,1,1,1,6,-4.024544,51.619431
2021622100546,08/07/2021,5,21:01,3,1,2,50,1,1,1,2,3,-3.388411,51.547237
2021622100576,27/07/2021,3,18:33,3,3,1,30,1,1,1,1,6,-3.452259,51.636924
2021610023721,07/04/2021,4,12:00,2,2,2,60,1,1,1,2,3,-3.000102,51.834146
2021170L10631,24/06/2021,5,23:20,2,1,1,30,4,2,2,2,6,-0.982089,54.541802
2021170S31571,27/09/2021,2,16:00,3,1,1,30,1,1,1,1,6,-1.309267,54.508836
2021170S11931,19/11/2021,6,14:05,3,2,1,40,1,1,1,1,3,-1.326013,54.543208
2021111117769,03/12/2021,6,16:00,2,1,1,30,1,1,1,1,6,-1.565928,54.525262
2021070018371,09/01/2021,7,15:10,3,2,1,30,1,9,2,2,6,-2.451032,53.391329
2021041113029,20/11/2021,7,22:25,3,2,1,30,4,2,2,1,6,-2.460201,53.74966
2021041051662,31/05/2021,2,22:54,3,2,1,30,4,1,1,1,1,-3.017492,53.82328
2021161075567,28/07/2021,4,12:45,3,1,1,30,1,1,1,1,6,-0.342638,53.743408
2021161073473,04/08/2021,4,07:35,2,2,1,30,1,1,1,1,6,-0.350904,53.792153
2021161102444,16/10/2021,7,19:45,3,1,1,30,4,1,1,1,6,-0.360408,53.736048
2021161031707,15/03/2021,2,15:10,3,2,1,30,1,1,1,1,6,-0.086264,53.55507
2021161107241,05/11/2021,6,15:52,2,2,1,30,4,1,2,1,6,-0.110134,53.562506
2021161074449,06/08/2021,6,12:32,3,2,1,30,1,1,1,2,6,-0.527342,53.510253
2021161109533,09/11/2021,3,10:30,2,2,1,30,1,1,1,1,6,-0.639331,53.576939
2021332100775,30/09/2021,5,19:40,2,2,1,30,4,2,2,1,6,-1.179395,52.640684
2021332100912,11/11/2021,5,19:00,3,2,1,30,4,8,1,1,6,-1.159622,52.658391
2021332101056,23/12/2021,5,13:00,3,2,1,30,1,1,1,1,2,-1.134887,52.623152
2021332100533,19/07/2021,2,16:45,3,1,3,60,1,1,1,2,6,-0.772854,52.645174
202131C039021,18/03/2021,5,18:14,3,2,1,30,1,1,1,1,6,-1.197308,52.997653
2021221107254,08/11/2021,2,07:55,2,2,2,60,1,1,2,2,6,-2.675665,51.922514
2021221108624,11/11/2021,5,06:04,3,1,1,60,6,5,2,2,6,-2.797998,52.004213
2021522104591,16/09/2021,5,18:50,3,2,1,20,1,1,1,1,6,-2.363684,51.385061
2021522102969,15/06/2021,3,15:40,3,1,1,30,1,1,1,1,6,-2.56322,51.457915
2021522103928,09/08/2021,2,18:50,3,2,1,20,1,1,1,1,6,-2.553062,51.45817
2021522106018,09/12/2021,5,08:15,2,2,1,30,1,1,1,1,3,-2.584247,51.448703
2021501025799,19/02/2021,6,12:59,3,1,1,30,1,1,2,1,6,-4.144579,50.368579
2021501086227,03/08/2021,3,07:14,3,2,1,30,1,1,1,1,6,-3.533488,50.477356
2021501086277,09/08/2021,2,14:42,3,2,1,30,1,1,1,1,6,-3.5449,50.480686
2021540613421,20/01/2021,4,15:57,3,2,1,30,1,2,2,1,1,-1.77469,51.566099
2021546120721,25/06/2021,6,17:22,3,2,1,40,1,1,1,1,1,-1.807189,51.567586
2021351044467,10/05/2021,2,19:00,2,2,1,30,1,1,1,1,6,-0.253215,52.575043
2021401056744,30/04/2021,6,15:00,2,1,1,30,1,1,1,1,6,-0.440546,51.878935
2021421039841,27/04/2021,3,11:50,3,3,1,70,1,1,1,2,3,0.324837,51.503887
2021421108165,10/11/2021,4,06:42,3,3,1,70,4,1,1,2,3,0.352683,51.480219
2021430436848,27/09/2021,2,17:25,3,2,1,20,1,1,1,1,2,-0.72014,51.522068
2021430385498,27/08/2021,6,17:54,3,1,1,40,1,4,1,2,6,-0.895797,51.436334
2021430246841,06/06/2021,1,21:42,3,2,1,30,7,1,1,1,6,-0.772461,52.055113
2021471115535,27/11/2021,7,15:40,2,2,1,20,1,1,1,1,6,-0.149115,50.832692
2021471120200,12/12/2021,1,11:45,3,2,1,30,1,2,2,1,6,-0.161175,50.828287
2021440225420,09/06/2021,4,15:53,2,2,1,30,1,1,1,1,6,-1.095452,50.799966
2021440317547,10/08/2021,3,12:44,2,2,1,30,1,1,1,1,6,-1.07813,50.809849
2021440275681,13/07/2021,3,07:51,3,1,1,30,1,1,1,1,6,-1.403516,50.910876
2021111036674,18/04/2021,1,21:50,3,2,1,60,6,1,1,2,6,-1.464651,54.769682
2021111125523,20/12/2021,2,09:50,3,2,1,30,1,1,1,1,6,-1.600723,54.701081
2021070130876,28/02/2021,1,22:00,3,4,1,30,4,1,1,1,6,-2.435875,53.179267
2021070183256,22/03/2021,2,17:26,3,2,2,60,1,1,1,2,6,-2.403937,53.302465
2021070312366,15/05/2021,7,17:06,3,2,1,60,1,2,2,2,6,-2.458985,53.039589
2021070135845,02/03/2021,3,20:27,3,1,1,60,6,1,2,2,6,-2.545,53.315072
2021070484358,12/07/2021,2,01:50,2,1,1,40,4,1,2,1,6,-2.903442,53.204594
2021070663386,23/09/2021,5,18:30,3,2,1,60,1,1,1,1,6,-2.92561,53.169635
2021221026521,06/03/2021,7,16:08,2,2,1,30,1,1,1,1,6,-2.737144,52.709989
2021501034591,28/03/2021,1,20:45,3,1,1,70,6,1,1,2,3,-4.77339,50.433977
2021501049231,07/05/2021,6,16:03,3,3,1,30,1,1,1,2,6,-4.198345,50.376587
2021501094450,20/08/2021,6,19:20,3,2,1,30,1,1,1,1,6,-4.774816,50.338367
2021501121353,20/11/2021,7,14:55,3,3,1,30,1,1,1,1,1,-5.268913,50.227362
2021542159521,06/03/2021,7,17:28,3,2,1,50,1,1,1,2,1,-2.132173,51.477438
2021544078521,30/04/2021,6,13:36,3,2,1,30,1,1,1,2,6,-2.097295,51.476034
2021401017379,25/01/2021,2,13:15,3,1,1,30,1,7,4,1,6,-0.656746,51.912776
2021101022114,16/02/2021,3,09:27,2,2,1,30,1,1,1,2,6,-1.481382,55.086073
2021101047799,21/05/2021,6,17:25,3,2,1,20,1,2,2,1,9,-1.582591,55.087009
2021101085900,05/09/2021,1,14:15,3,2,1,30,1,1,1,2,6,-1.714755,55.297477
2021552100289,26/01/2021,3,22:47,3,2,1,30,4,2,2,1,6,-1.841164,50.72626
2021552100134,02/02/2021,3,11:00,3,2,1,30,1,1,1,1,3,-1.861861,50.726529
2021552100956,12/09/2021,1,07:50,2,3,2,50,1,1,1,1,3,-1.824317,50.749708
2021552101304,04/12/2021,7,08:49,3,2,1,30,1,1,1,1,6,-1.735227,50.745142
2021552100443,20/03/2021,7,09:23,3,1,1,60,1,1,1,2,6,-2.071315,50.733379
2021552100537,18/04/2021,1,17:21,3,1,2,50,1,1,1,2,6,-2.534223,50.64544
2021552100611,19/05/2021,4,12:43,3,2,1,30,1,1,2,1,6,-1.869857,50.868398
2021430137485,01/04/2021,5,15:13,3,1,1,30,1,1,1,1,6,-0.665716,51.526893
2021430335406,26/07/2021,2,16:40,3,2,1,30,1,1,1,1,6,-0.77127,51.636938
2021430369465,17/08/2021,3,21:50,1,1,3,40,4,1,1,2,6,-0.689327,51.52242
2021430568976,17/12/2021,6,16:00,3,1,1,30,4,2,2,1,6,-0.645063,51.610183
202134NNC9011,02/01/2021,7,21:38,1,1,1,40,4,8,2,1,1,-0.676873,52.489979
202134NNC3581,25/09/2021,7,12:39,2,2,1,60,1,1,1,2,6,-0.541573,52.315719
202134WNC0101,14/01/2021,5,23:50,3,2,1,60,4,1,2,2,3,-0.889352,52.216628
202134WNC0351,10/02/2021,4,11:20,3,2,4,70,1,1,4,2,3,-1.04035,52.237031
202134WNC1711,18/03/2021,5,08:20,2,1,1,30,1,1,1,1,6,-0.877257,52.198757
2021340182095,16/04/2021,6,16:00,3,2,3,60,1,1,1,2,6,-1.272955,52.001657
202134WNC9101,13/08/2021,6,18:55,1,1,1,60,1,1,1,2,6,-1.180924,51.997484
202134WNC3881,16/08/2021,2,21:00,2,2,1,30,4,1,1,1,6,-0.864013,52.278037
202134WNC6071,04/11/2021,5,08:30,3,2,1,60,1,1,1,2,6,-0.773386,52.211478
202134WNC9171,12/12/2021,1,10:00,1,2,3,60,1,2,2,2,6,-0.940758,52.105684
2021122100510,09/04/2021,6,20:16,3,1,1,40,1,1,1,2,6,-0.36383,54.229443
2021122100883,30/07/2021,6,22:13,3,2,1,30,4,1,2,2,6,-1.593066,54.289364
2021122101197,14/09/2021,3,22:17,3,1,1,60,6,2,2,2,6,-1.000166,54.073135
2021520201107,05/11/2021,6,18:35,2,2,1,40,6,1,1,2,6,-2.686095,50.941667
2021520201394,07/12/2021,3,14:56,3,1,1,30,1,1,5,2,6,-2.819177,51.035428
2021520200474,22/12/2021,4,03:43,2,2,2,30,4,1,1,1,6,-3.110851,51.027562
2021061047214,05/05/2021,4,12:23,2,1,1,30,1,1,1,1,3,-2.390153,53.544707
2021061090059,20/08/2021,6,14:30,3,1,1,30,1,1,1,1,2,-2.523311,53.548909
2021061098276,15/09/2021,4,06:55,3,2,1,30,1,1,1,1,6,-2.254917,53.498719
2021061055209,13/06/2021,1,06:46,3,1,1,30,1,1,1,2,1,-2.173677,53.57168
2021061096937,08/09/2021,4,08:15,3,2,1,30,1,8,1,1,6,-2.180697,53.386967
2021061081011,22/08/2021,1,17:53,3,2,1,20,1,1,1,1,6,-2.326033,53.42485
202106L080082,17/02/2021,4,17:10,3,2,1,30,1,1,1,1,6,-2.599661,53.541242
2021052100039,06/01/2021,4,17:45,3,2,2,30,4,1,1,1,6,-2.992758,53.439802
2021052100243,19/02/2021,6,21:14,2,1,1,20,4,1,2,1,6,-2.943832,53.449367
2021052100853,14/05/2021,6,11:20,3,1,1,30,1,1,1,1,3,-2.980017,53.407503
2021052102379,01/11/2021,2,18:25,2,2,1,40,4,1,2,1,3,-2.873864,53.371076
2021052102667,28/09/2021,3,09:40,3,2,2,40,1,2,2,2,3,-2.95356,53.493101
2021141046824,10/05/2021,2,11:50,2,1,1,30,1,1,1,1,6,-1.474679,53.546693
2021141075622,09/08/2021,2,11:45,2,2,1,40,1,2,2,2,6,-1.481306,53.594774
2021141073319,02/08/2021,2,14:57,2,1,1,30,1,1,1,1,6,-1.270041,53.494395
2021141037882,21/04/2021,4,20:00,2,2,1,30,1,1,1,1,6,-1.303981,53.470795
2021141050076,27/05/2021,5,18:30,3,2,1,40,1,1,1,1,3,-1.305063,53.420123
2021141074418,06/08/2021,6,13:27,3,2,1,30,1,8,2,1,6,-1.207108,53.378732
2021141013794,10/01/2021,1,20:57,3,2,1,30,4,1,1,1,6,-1.445361,53.415535
2021141031814,30/03/2021,3,12:23,1,1,1,60,1,1,1,2,6,-1.667094,53.39696
2021141044219,11/05/2021,3,17:40,2,1,1,30,1,1,2,1,6,-1.477852,53.348482
2021101057378,18/06/2021,6,08:20,3,5,1,70,1,1,1,2,7,-1.549796,55.044156
2021101059864,26/06/2021,7,10:05,2,2,4,60,1,2,2,2,6,-1.457801,54.870516
2021201042631,04/04/2021,1,20:30,2,2,1,30,4,1,1,1,6,-1.888564,52.426739
2021201080130,01/05/2021,7,13:30,3,2,1,30,1,1,1,1,6,-1.930669,52.473493
2021201060667,06/05/2021,5,10:38,3,1,1,30,1,1,2,1,2,-1.895452,52.4811
2021201113203,21/07/2021,4,01:45,3,2,3,30,4,9,1,1,1,-1.875273,52.472692
2021201115998,03/08/2021,3,05:15,3,2,7,40,1,1,1,1,3,-1.968431,52.472161
2021201099764,21/08/2021,7,12:00,3,2,1,30,1,1,1,1,6,-1.851317,52.474031
2021201130957,08/09/2021,4,16:43,3,2,2,40,1,1,1,1,3,-1.875362,52.472557
2021201133930,22/09/2021,4,14:11,3,2,1,30,1,1,1,1,3,-1.94231,52.442906
2021201144747,05/11/2021,6,08:35,3,2,2,20,1,1,1,1,6,-1.792331,52.469555
2021201142297,12/11/2021,6,19:03,3,1,1,30,1,2,2,1,6,-1.978721,52.441822
2021201136589,05/12/2021,1,07:52,3,2,1,30,1,1,2,1,1,-1.869554,52.429921
2021201128426,15/12/2021,4,20:58,2,2,4,40,1,1,1,1,1,-1.859512,52.498809
2021201071404,23/06/2021,4,06:22,3,2,2,30,1,1,1,1,6,-1.542762,52.408991
2021201058658,12/02/2021,6,10:20,2,1,1,30,1,1,1,1,6,-2.122652,52.492544
2021201064399,19/05/2021,4,07:53,3,2,1,30,1,1,1,1,6,-2.151503,52.500745
2021201084230,09/07/2021,6,21:20,2,1,1,30,1,1,1,1,6,-2.129334,52.486217
2021201059495,12/02/2021,6,20:45,3,2,1,30,4,1,1,1,6,-1.962128,52.509881
2021201147018,12/04/2021,2,19:05,3,2,1,30,1,8,1,1,6,-1.749483,52.486707
2021201083561,26/05/2021,4,17:45,3,1,1,30,1,9,1,1,6,-1.979621,52.568005
