"id","name","host_id","host_name","neighbourhood_group","neighbourhood","latitude","longitude","room_type","price","minimum_nights","number_of_reviews","last_review","reviews_per_month","calculated_host_listings_count","availability_365"
164,"Beautiful home in Red Hook",35095754,"Lorraine","Brooklyn","Red Hook",40.67668,-74.01252,"Entire home/apt",115,6,0,NA,NA,2,0
165,"Stunning Modern Eco West Village 3 Floor Townhome!",2415163,"R","Manhattan","West Village",40.73247,-74.00378,"Entire home/apt",400,3,17,"6/22/2019",0.88,1,37
166,"High Ceiling 5 BEDS up to 10 people in Times Sq.!",11066012,"Mike And Narimá","Manhattan","Hell's Kitchen",40.76164,-73.99218,"Entire home/apt",417,3,1,"7/1/2019",1,1,219
167,"Olive's Guest Quarters #2",152394865,"Arline","Brooklyn","East Flatbush",40.63196,-73.94572,"Private room",175,2,4,"6/13/2019",1.52,3,43
168,"Master bedroom in artsy Bushwick",2483508,"Sarah","Brooklyn","Bushwick",40.70464,-73.91596,"Private room",44,5,1,"7/27/2015",0.02,1,0
169,"Perfect one bedroom in midtown Manhattan",120762452,"Stanley","Manhattan","Murray Hill",40.74814,-73.97554,"Entire home/apt",175,30,1,"8/11/2018",0.09,50,365
170,"温馨舒适双人房,双床,明亮大窗,电梯公寓(两个房间用一个卫生间)",123646786,"Zheng","Queens","Flushing",40.75607,-73.83202,"Private room",78,2,41,"7/1/2019",1.53,2,82
171,"Charming apt on UWS 8/3-8/7",31245915,"Jenna","Manhattan","Upper West Side",40.79024,-73.97911,"Entire home/apt",200,1,0,NA,NA,1,0
172,"Huge 2 Bed Loft Apt in Chic Downtown",1534634,"Derek","Manhattan","NoHo",40.7259,-73.99336,"Entire home/apt",407,30,12,"11/2/2018",0.34,1,120
173,"Spacious room in Williamsburg",7849107,"Nicholas","Brooklyn","Williamsburg",40.71384,-73.94228,"Private room",55,15,0,NA,NA,2,1
174,"Beautiful room in West Harlem",62557719,"Leomaris","Manhattan","Harlem",40.83039,-73.94532,"Private room",65,30,6,"11/4/2016",0.16,3,365
175,"Bright Clean Comfortable 1bdrm in west Chelsea",75253309,"Wayne","Manhattan","Chelsea",40.75283,-73.99951,"Entire home/apt",140,4,0,NA,NA,1,0
176,"Summer sublet in south slope",16354887,"Sonya","Brooklyn","Sunset Park",40.66154,-73.99158,"Entire home/apt",109,9,0,NA,NA,1,16
177,"Luxury Apt on Central Park South",23116237,"Kate","Manhattan","Midtown",40.76622,-73.97783,"Entire home/apt",350,1,0,NA,NA,1,364
178,"Cozy 2BR apartment",2050338,"Verena","Queens","Richmond Hill",40.69947,-73.82795,"Entire home/apt",90,30,11,"3/4/2019",0.2,3,189
179,"NEW GARDEN APT IN THE HEART OF PARK SLOPE",21527486,"Michele","Brooklyn","Park Slope",40.673,-73.97721,"Entire home/apt",211,3,8,"6/11/2019",1.2,1,90
180,"Modern Loft overlooking McCarren Park",38290241,"Dan","Brooklyn","Greenpoint",40.71986,-73.95344,"Entire home/apt",350,6,0,NA,NA,1,0
181,"Sunny & ideally located room in luxury bldg @ FiDi",96712147,"Eva","Manhattan","Financial District",40.70494,-74.00806,"Private room",150,3,3,"10/15/2018",0.24,2,0
182,"Quiet One Bedroom in Park Slope",1096084,"Daniel","Brooklyn","Gowanus",40.67688,-73.9859,"Entire home/apt",100,7,9,"6/23/2016",0.1,1,0
183,"Two Charming Bedrooms in the Lower East Side",53099839,"Avery","Manhattan","Lower East Side",40.71919,-73.99208,"Private room",200,1,0,NA,NA,1,0
184,"Big Sunny 3rd fl Room at Brooklyn&Breakfast",344035,"Brooklyn&   Breakfast    -Len-","Brooklyn","Prospect Heights",40.67897,-73.9709,"Private room",70,1,238,"7/5/2019",5.87,13,313
185,"Bright Spacious Room in BedStuy - 20min from City",12528835,"Paula","Brooklyn","Bedford-Stuyvesant",40.68909,-73.95282,"Private room",90,2,29,"6/30/2019",1.36,2,167
186,"AMAZING LOCATION YOU WILL LOVE IT",3432742,"Callie","Manhattan","West Village",40.73456,-74.00347,"Private room",88,2,2,"7/4/2019",0.05,1,348
187,"*New 4 bedrooms 2 Bath Home 15 mins to manhattan!",113251630,"Joling","Brooklyn","Bushwick",40.69735,-73.9327,"Entire home/apt",240,3,84,"6/23/2019",2.95,1,237
188,"Mini art and science museum in 2BR brownstone",48275590,"Joseph","Brooklyn","Bedford-Stuyvesant",40.68327,-73.92411,"Entire home/apt",100,3,4,"6/26/2019",0.29,1,358
189,"Room Available in Sunset Park!",35388074,"Maddie","Brooklyn","Sunset Park",40.64465,-74.01881,"Private room",150,1,1,"6/12/2015",0.02,1,0
190,"LOVELY  LARGE SUNNY ROOM    Sunset Park",1113080,"Audrey","Brooklyn","Sunset Park",40.64722,-74.00475,"Private room",55,7,98,"5/22/2019",1.75,3,312
191,"Sunny East Village Apartment",2491622,"Katherine","Manhattan","East Village",40.72745,-73.98979,"Private room",200,1,0,NA,NA,1,0
192,"Private room in Premium-Luxury apartment",260045150,"Nadezhda","Manhattan","Financial District",40.70472,-74.00763,"Private room",210,2,5,"6/16/2019",2.83,1,0
193,"Super Lux 2BR in Downtown Manhattan",105703386,"Derek","Manhattan","Battery Park City",40.70725,-74.01741,"Entire home/apt",390,2,0,NA,NA,1,0
194,"LARGE PRIVATE ROOM IN ASTORIA",134741341,"Sofia","Queens","Astoria",40.77415,-73.93125,"Private room",85,1,14,"12/29/2018",0.76,2,6
195,"One Bedroom Apartment",5691429,"Patrick","Manhattan","Morningside Heights",40.80739,-73.95918,"Entire home/apt",100,1,5,"12/22/2014",0.08,1,0
196,"Apartment share with stunning sunset views",17686601,"Lauren","Manhattan","Theater District",40.76365,-73.98484,"Private room",155,1,0,NA,NA,1,0
197,"One Bedroom Upper East Side",14358525,"Pierre-Hubert","Manhattan","Upper East Side",40.76873,-73.95487,"Entire home/apt",202,1,0,NA,NA,1,0
198,"Prolonged Traveler's Dream(a month first & more)",32164030,"Ikkyukim","Bronx","Hunts Point",40.81229,-73.88887,"Private room",40,30,19,"6/29/2019",0.4,6,287
199,"The Center of NYC",24561882,"Todd","Manhattan","Greenwich Village",40.73499,-73.99254,"Private room",150,2,36,"6/9/2019",1.06,1,13
200,"Confortable and full furnished private bedroom",101736132,"Alex","Brooklyn","Bushwick",40.69051,-73.91557,"Private room",50,3,0,NA,NA,2,86
201,"Spacious & Renovated Room in a Brooklyn Townhouse!",137358866,"Kazuya","Brooklyn","Bushwick",40.6907,-73.91157,"Private room",40,30,0,NA,NA,103,269
202,"Luxury Full Central Park View Apart",35329442,"Tanya","Manhattan","Upper West Side",40.80031,-73.95847,"Entire home/apt",380,2,6,"12/11/2016",0.16,1,0
203,"Modern 1BR East Village Apt w/patio",62316,"Sam","Manhattan","East Village",40.72538,-73.98351,"Entire home/apt",165,60,11,"10/15/2015",0.15,1,311
204,"Warm Sunny Bedroom w/ private bathroom 4MB",17555570,"Yan","Brooklyn","Crown Heights",40.6696,-73.92414,"Private room",64,1,64,"6/30/2019",3.13,12,63
205,"Brooklyn bedroom near Prospect Park & subway",9361557,"Joe","Brooklyn","Prospect-Lefferts Gardens",40.6613,-73.96193,"Private room",50,1,70,"7/22/2018",1.79,2,0
206,"Columbia Castle in Brooklyn Heights",448312,"Christopher","Brooklyn","Brooklyn Heights",40.6926,-73.99832,"Private room",100,3,66,"9/16/2016",0.68,2,0
207,"Charming Room 1 with 2 Beds Close to Metro",72957132,"Niko","Brooklyn","Bedford-Stuyvesant",40.6847,-73.95532,"Private room",70,2,23,"6/23/2019",2.95,3,293
208,"Prime Carroll Gardens Apartment",35027358,"Thomas","Brooklyn","Carroll Gardens",40.68268,-73.99687,"Entire home/apt",172,2,90,"6/30/2019",2.31,1,87
209,"The Cozy Brownstone Inn (discount)!",240427,"Naimah","Brooklyn","Bedford-Stuyvesant",40.683,-73.91981,"Entire home/apt",145,3,127,"6/24/2019",1.25,2,72
210,"Artsist's NYC Downtown Luxury Loft",43538528,"Andrea","Manhattan","Financial District",40.7092,-74.00699,"Entire home/apt",175,5,0,NA,NA,1,0
211,"LARGE 2 BR w/Dining Room, Balcony, Echo",4590460,"Clare","Brooklyn","Bensonhurst",40.6101,-73.99591,"Entire home/apt",115,4,6,"12/6/2017",0.08,1,0
212,"1 bedroom apt with private terrace on UWS.",134961952,"Ilona","Manhattan","Upper West Side",40.7765,-73.97914,"Entire home/apt",230,5,0,NA,NA,1,0
213,"Cozy Brooklyn Studio Apartment Condo",39483399,"Kristen","Brooklyn","Fort Greene",40.69319,-73.98226,"Entire home/apt",100,5,0,NA,NA,1,0
214,"Brooklyn Bed and Breakfast next to Prospect Park",14022130,"Farah","Brooklyn","Prospect-Lefferts Gardens",40.65646,-73.95229,"Entire home/apt",115,2,1,"12/26/2018",0.15,1,0
215,"Private Room in Bright Roomy 3br Brooklyn Apart.",59059294,"Eric","Brooklyn","Kensington",40.6378,-73.9696,"Private room",65,4,7,"5/27/2019",0.22,1,0
216,"Room 4 -Sunny Cozy Room in Historic Victorian Home",173362161,"Elizabeth","Brooklyn","Flatbush",40.64408,-73.96979,"Private room",55,2,28,"6/23/2019",2.64,6,68
217,"Historic Harlem Townhome",4538012,"Karen","Manhattan","Harlem",40.80874,-73.94167,"Entire home/apt",300,30,3,"4/30/2019",0.27,4,0
218,"Beautiful Brooklyn Home",2557889,"Serena","Brooklyn","Bushwick",40.70267,-73.92751,"Private room",55,2,16,"5/13/2019",2.57,1,2
219,"A Beautiful Brownstone",10909829,"Richelle And Pela","Brooklyn","Bedford-Stuyvesant",40.68478,-73.92971,"Entire home/apt",170,3,125,"6/22/2019",1.86,2,314
220,"Mi Casa Tu Casa Guesthouse Mexico",5652395,"Julio","Bronx","Concourse",40.81906,-73.92806,"Private room",85,2,11,"9/2/2018",0.18,2,363
221,"BEST One Bedroom in the Heart of Manhattan",119829743,"Scott","Manhattan","Chelsea",40.74054,-74.0004,"Entire home/apt",365,6,7,"1/26/2018",0.26,1,0
222,"20 Min to Manhattan, Big 3 bed RM Apt in Ridgewood",267405973,"Peter","Queens","Ridgewood",40.70141,-73.90415,"Entire home/apt",195,18,0,NA,NA,2,347
223,"2 bedroom Home..2 metro/train stops to NY City",14946082,"Alexandra","Queens","Long Island City",40.75644,-73.93486,"Entire home/apt",195,3,121,"7/2/2019",2.59,1,66
224,"Harlem Charmer",76040827,"Gregory","Manhattan","Harlem",40.80184,-73.95591,"Private room",67,1,8,"1/1/2019",0.23,1,0
225,"Here comes the sun!",1831760,"Vishnu","Brooklyn","Gowanus",40.68334,-73.9847,"Private room",64,7,1,"10/3/2015",0.02,1,0
226,"Modern, Spacious One Bedroom - Columbus Circle",18462292,"Gary","Manhattan","Midtown",40.76699,-73.98174,"Entire home/apt",200,7,2,"1/1/2018",0.1,1,0
227,"Charming Room with 2 Beds+ Laundry in Williamsburg",141204556,"Aaron & Ivy","Brooklyn","Williamsburg",40.7109,-73.96478,"Private room",109,30,43,"6/6/2019",3.72,2,365
228,"Best Apartment Alphabet City Luxury & Comfort !!",201841679,"Monica","Manhattan","East Village",40.72838,-73.97926,"Entire home/apt",260,2,52,"6/17/2019",4.62,1,141
229,"Stylish Room on Express Line to Midtown",5334697,"Shane","Manhattan","Washington Heights",40.83942,-73.93855,"Private room",79,5,112,"7/2/2019",1.59,3,1
230,"Private Room",89855730,"Rory","Manhattan","East Village",40.72661,-73.97894,"Private room",105,5,4,"10/29/2017",0.12,1,0
231,"Cozy 1 Bedroom in Upper East Side",50455731,"Timea","Manhattan","Upper East Side",40.77227,-73.94968,"Entire home/apt",139,3,26,"1/25/2018",0.6,1,0
232,"Hillside Hotel",134184451,"Hillside Hotel","Queens","Briarwood",40.70458,-73.81418,"Private room",135,1,0,NA,NA,18,355
233,"Small tidy bedroom in duplex",310458,"Emily","Brooklyn","Park Slope",40.66793,-73.98327,"Private room",60,14,9,"8/29/2016",0.09,2,0
234,"Immersive Chelsea's Art House! Great Location!!",246456163,"Diego","Manhattan","Chelsea",40.74996,-73.99488,"Entire home/apt",149,2,9,"6/18/2019",3.03,1,151
235,"Modern,spacious and  peaceful apartment",18109057,"Milly","Manhattan","Washington Heights",40.85176,-73.93009,"Private room",75,2,1,"4/23/2019",0.39,1,53
236,"Art-Packed, One-Of-A-Kind Triplex",10264377,"Anthony","Manhattan","East Village",40.73101,-73.98936,"Entire home/apt",245,2,3,"12/22/2015",0.07,1,0
237,"Beautiful Brownstone Triplex",79176358,"Jackie","Brooklyn","Boerum Hill",40.68601,-73.98335,"Entire home/apt",200,5,0,NA,NA,1,0
238,"Its the Brooklyn way!",256510832,"George","Brooklyn","Brownsville",40.67144,-73.91457,"Entire home/apt",180,2,7,"6/23/2019",2.63,1,352
239,"Beautiful Blue Paradise! (Brooklyn)",25036260,"Jaye","Brooklyn","Bushwick",40.68823,-73.90825,"Private room",53,1,49,"6/17/2019",1.86,3,105
240,"Huge private room in the heart of Williamsburg",4369380,"Emmanuel","Brooklyn","Williamsburg",40.71436,-73.95421,"Private room",46,3,11,"5/22/2017",0.26,1,0
241,"Cozy Apt 10 minutes to Central Park",11354707,"Andre","Queens","Long Island City",40.75588,-73.93117,"Entire home/apt",130,3,6,"1/9/2016",0.13,1,0
242,"SuperBowl West Village Apartment",6854214,"Nick","Manhattan","West Village",40.72975,-74.00414,"Entire home/apt",325,1,0,NA,NA,1,0
243,"Cozy studio with great connection to Manhattan!",153664491,"Mirko","Queens","Elmhurst",40.73698,-73.88064,"Entire home/apt",85,2,1,"10/15/2017",0.05,1,0
244,"Spacious bright bedroom w/4 windows",215556105,"Kay","Queens","Flushing",40.76699,-73.81636,"Private room",75,1,10,"7/6/2019",3.13,3,89
245,"Comfy Sofa Bed in shared space (girls only)",197368927,"Cebile","Brooklyn","Sheepshead Bay",40.60753,-73.95389,"Shared room",30,2,2,"7/5/2019",1.43,8,28
246,"The Happy home!",812814,"Lena","Manhattan","East Harlem",40.7932,-73.94007,"Entire home/apt",79,2,15,"2/15/2016",0.16,1,0
247,"Private Room + Bath in East Village (+ Roof deck!)",10807892,"Nora","Manhattan","East Village",40.724,-73.98905,"Private room",175,3,85,"12/1/2018",1.65,1,0
248,"An urban retreat from the city’s hustle and bustle",257005399,"Cassa Times Square Hotel","Manhattan","Hell's Kitchen",40.75603,-73.99511,"Private room",430,1,4,"5/20/2019",1.97,5,287
249,"Garden Pl Historical Artist studio",3493470,"Tari","Brooklyn","Brooklyn Heights",40.69127,-73.99552,"Entire home/apt",160,1,17,"3/15/2016",0.21,1,0
250,"Cozy 1BR + Sofa in Quiet Part of Popular LES",17787106,"Darwin","Manhattan","Lower East Side",40.71757,-73.98394,"Private room",75,1,2,"1/2/2018",0.11,1,0
251,"Charming Park Slope 1 Bedroom Apartment",3082771,"Hiram","Brooklyn","Park Slope",40.67238,-73.97607,"Entire home/apt",105,7,8,"10/7/2018",0.62,1,43
252,"Beautiful studio in midtown Manhattan",120762452,"Stanley","Manhattan","Murray Hill",40.74863,-73.9767,"Entire home/apt",150,30,0,NA,NA,50,365
253,"Sunnyside",234178917,"Kaan","Queens","Sunnyside",40.746,-73.91393,"Entire home/apt",160,2,1,"4/30/2019",0.43,1,310
254,"Sunny and pleasant Sunset Park apt",44524700,"Sheryl","Brooklyn","Sunset Park",40.64962,-74.0035,"Entire home/apt",85,5,0,NA,NA,1,0
255,"Home &Garden: lots local+fast 2 Manhattan/Brooklyn",132266502,"Sharlene","Staten Island","Westerleigh",40.61357,-74.13566,"Entire home/apt",103,3,1,"7/29/2018",0.09,1,189
256,"Room in Brooklyn, 20 min from Manh",2052361,"Katya","Brooklyn","Prospect-Lefferts Gardens",40.65627,-73.95936,"Private room",50,3,50,"6/20/2019",0.92,3,98
257,"Private Room for Rent",51839283,"Ashley","Manhattan","Washington Heights",40.85064,-73.93833,"Private room",75,1,1,"1/2/2016",0.02,1,0
258,"Harlem Hidden Gem,Clean, Affordable and Convenient",269838822,"Asya","Manhattan","Harlem",40.80549,-73.95136,"Private room",80,2,0,NA,NA,1,352
259,"Quiet room around corner fr. Subway",34914311,"Sandrine","Bronx","Longwood",40.8198,-73.90341,"Private room",99,1,0,NA,NA,1,0
260,"Modern and Clean Upper East Side Studio",17671924,"Emily","Manhattan","Upper East Side",40.77079,-73.95949,"Entire home/apt",100,2,2,"7/17/2016",0.05,1,0
261,"Lovely apartment 2 bedrooms 2 bathrooms in UWS",30137775,"Thibault","Manhattan","Upper West Side",40.79321,-73.96823,"Private room",380,3,1,"4/21/2019",0.38,1,24
262,"Private Room in Luxury Apt Building - NYC",19445589,"Nicole","Manhattan","Hell's Kitchen",40.75707,-73.99764,"Private room",225,2,0,NA,NA,1,20
263,"Perfect Weekender in the East Village...",10003145,"Samuel","Manhattan","East Village",40.72372,-73.97984,"Entire home/apt",150,2,85,"6/30/2019",3.33,1,194
264,"Sunny charming room right by Classon av G",10284594,"Elise","Brooklyn","Bedford-Stuyvesant",40.68559,-73.95478,"Private room",38,30,0,NA,NA,1,1
265,"Columbus Circle Lincoln center Central park",112335936,"Ronnie","Manhattan","Upper West Side",40.77048,-73.98252,"Private room",250,3,11,"4/21/2019",0.42,1,17
266,"Sunny Manhattan Apartment!!",10611392,"Lola","Manhattan","East Harlem",40.79331,-73.94149,"Entire home/apt",250,4,13,"10/8/2018",0.32,1,35
267,"Luxury/3 bdrms/2 baths/private parking/1,000 sqft",116396065,"Amy","Brooklyn","Sheepshead Bay",40.6027,-73.9486,"Entire home/apt",179,2,101,"7/6/2019",3.53,1,211
268,"Cosy renovated studio apartment in Bed Stuy",26243457,"Lina","Brooklyn","Bedford-Stuyvesant",40.68919,-73.94073,"Entire home/apt",80,3,6,"9/29/2017",0.24,1,0
269,"Stylish Studios near Central Park",263505830,"Elizabeth","Manhattan","Upper West Side",40.77927,-73.97649,"Private room",100,28,0,NA,NA,1,166
270,"Quiet Room Next to Times Square and Bryant Park",260191397,"Hotel Mela","Manhattan","Theater District",40.75745,-73.98596,"Private room",100,1,7,"6/17/2019",4.04,7,296
271,"Cherry Blossom Apartment",1510638,"Alessandro","Queens","Astoria",40.75535,-73.91397,"Entire home/apt",135,7,2,"10/2/2015",0.04,1,157
272,"NY Queens Penthouse Share = 1BR aka Brooklyn Room",34861728,"Iris","Queens","Kew Gardens",40.70945,-73.83132,"Private room",59,9,12,"5/31/2019",0.26,4,318
273,"Living Art Gallery Room in New Bushwick Building",6726656,"Yelle","Brooklyn","Bushwick",40.70117,-73.92545,"Private room",50,2,32,"6/21/2019",2.78,3,114
274,"Newly Renovated Apartment in the Heart of Brooklyn",28999705,"Maiya","Brooklyn","Park Slope",40.68064,-73.97657,"Entire home/apt",100,3,4,"5/28/2019",0.18,1,0
275,"Spacious 1 Bedroom in Lower East Side/Chinatown",4906960,"Laura","Manhattan","Chinatown",40.71539,-73.99379,"Entire home/apt",160,6,65,"7/5/2019",1.19,1,7
276,"Howard Johnson JFK NYC",167995009,"Danlin","Queens","Jamaica",40.66745,-73.78156,"Private room",130,1,4,"8/7/2018",0.27,1,365
277,"Great apartment in the heart of trendy Bushwick.",129403630,"David","Brooklyn","Bushwick",40.70145,-73.92,"Entire home/apt",120,2,10,"11/5/2018",0.83,1,3
278,"••BEST Manhattan Downtown Location!!••",9339714,"Jessica","Manhattan","East Village",40.72982,-73.98532,"Entire home/apt",175,2,53,"1/1/2018",0.79,2,0
279,"LES sweet bedroom (Female only)",50411330,"Sophia","Manhattan","Lower East Side",40.71504,-73.98879,"Private room",45,1,2,"6/22/2016",0.05,1,0
280,"CLEAN STYLISH SUNNY & COMFORTABLE ONE-BED in L.E.S",6335895,"Analisa","Manhattan","Lower East Side",40.71862,-73.98405,"Entire home/apt",220,4,16,"6/2/2019",0.65,1,14
281,"Zen room at Casa de la Luna",12798614,"Jessica","Brooklyn","Bedford-Stuyvesant",40.68979,-73.94299,"Private room",54,2,1,"4/17/2016",0.03,3,319
282,"Large+Amazing 2BR ( Flex)-Upper East Side-E89th",2856748,"Ruchi","Manhattan","Upper East Side",40.77608,-73.94364,"Entire home/apt",220,30,0,NA,NA,49,325
283,"Amazing Apt in Hells Kitchen!!",87152012,"Steven","Manhattan","Hell's Kitchen",40.76249,-73.99103,"Private room",80,1,117,"2/23/2018",3.34,1,0
284,"Private room in middle of Bushwick",19963678,"Erin","Brooklyn","Bushwick",40.70299,-73.92648,"Private room",50,1,4,"10/10/2015",0.09,1,0
285,"A cozy place in Bayridge",50762019,"Aditya","Brooklyn","Bay Ridge",40.63266,-74.0284,"Private room",80,1,1,"12/30/2015",0.02,1,0
286,"Loft Suite @ Box House Hotel",417504,"The Box House Hotel","Brooklyn","Greenpoint",40.73806,-73.95462,"Entire home/apt",199,3,73,"6/30/2019",0.84,28,56
287,"Quiet, quaint room in Victorian TH",14796247,"Sandra And Cary","Brooklyn","Flatbush",40.64224,-73.96273,"Private room",45,5,59,"6/24/2019",1.46,4,247
288,"Cute one bedroom apt. in Greenpoint, Brooklyn.",114071959,"Greg","Brooklyn","Greenpoint",40.72556,-73.94368,"Private room",59,3,64,"6/10/2019",2.24,1,162
289,"1 bedroom UWS",132194726,"Carlos","Manhattan","Upper West Side",40.78841,-73.97461,"Entire home/apt",200,5,0,NA,NA,1,0
290,NA,1832442,"Carolina","Brooklyn","Bushwick",40.70046,-73.92825,"Private room",70,1,0,NA,NA,1,0
291,"Lovely apartment as home",68309691,"Cindy","Queens","Flushing",40.72635,-73.80237,"Entire home/apt",99,1,229,"6/24/2019",5.97,1,7
292,"Awesome Renovated Room in Brooklyn NYC",4361579,"Emmanuelle","Brooklyn","Bedford-Stuyvesant",40.69118,-73.93476,"Private room",68,1,5,"7/7/2019",3.13,3,16
293,"Beautiful sunny apartment in Williamsburg",10348014,"Sanna","Brooklyn","Williamsburg",40.71545,-73.95299,"Entire home/apt",139,1,0,NA,NA,1,0
294,"Private Room in Luxury Building",43175172,"Keith","Manhattan","Financial District",40.7066,-74.00396,"Private room",120,1,2,"9/27/2015",0.04,1,0
295,"Lovely HUGE Master Bed + Study",918087,"Kestrel","Brooklyn","Bedford-Stuyvesant",40.68634,-73.95088,"Private room",75,3,59,"1/5/2017",0.62,3,0
