book_id,authors,title
1263,James S.A. Corey,"Leviathan Wakes (The Expanse, #1)"
1264,Sarah J. Maas,"Queen of Shadows (Throne of Glass, #4)"
1265,Art Spiegelman,"Maus II: A Survivor's Tale: And Here My Troubles Began (Maus, #2)"
1266,Ezra Jack Keats,The Snowy Day
1267,Janet Evanovich,"To the Nines (Stephanie Plum, #9)"
1268,Emily Giffin,Where We Belong
1269,Richard   Preston,The Hot Zone: The Terrifying True Story of the Origins of the Ebola Virus
1270,"Haruki Murakami, Philip Gabriel",Sputnik Sweetheart
1271,Elizabeth Gilbert,The Signature of All Things
1272,Lynne Truss,"Eats, Shoots & Leaves: The Zero Tolerance Approach to Punctuation"
1273,Kim Harrison,"Dead Witch Walking (The Hollows, #1)"
1274,"Clement C. Moore, Jan Brett",The Night Before Christmas
1275,Diana Gabaldon,"An Echo in the Bone (Outlander, #7)"
1276,Cynthia Hand,"Unearthly (Unearthly, #1)"
1277,Lee Strobel,The Case for Christ
1278,Robert Jordan,"Knife of Dreams (Wheel of Time, #11)"
1279,Carl Hiaasen,Hoot
1280,"Virgil, Robert Fitzgerald",The Aeneid
1281,Junot Díaz,This Is How You Lose Her
1282,"Haruki Murakami, Jay Rubin",After Dark
1283,Daniel Quinn,Ishmael:A Novel
1284,Jenny Han,"It's Not Summer Without You (Summer, #2)"
1285,Katie McGarry,"Pushing the Limits (Pushing the Limits, #1)"
1286,"Kennilworthy Whisp, J.K. Rowling",Quidditch Through the Ages
1287,"Harry Allard, James  Marshall","Miss Nelson Is Missing! (Miss Nelson, #1)"
1288,"Richard Bachman, Stephen King",The Long Walk
1289,"Lemony Snicket, Brett Helquist","The Ersatz Elevator (A Series of Unfortunate Events, #6)"
1290,Lois Lowry,"Messenger (The Giver, #3)"
1291,J.R. Ward,"Lover Revealed (Black Dagger Brotherhood, #4)"
1292,"Stephen King, Jerry N. Uelsmann",'Salem's Lot
1293,"Trenton Lee Stewart, Carson Ellis","The Mysterious Benedict Society (The Mysterious Benedict Society, #1)"
1294,Christopher Hitchens,god is Not Great: How Religion Poisons Everything
1295,Abbi Glines,"Never Too Far (Rosemary Beach, #2; Too Far, #2)"
1296,Michael Crichton,State of Fear
1297,Jennifer E. Smith,The Statistical Probability of Love at First Sight
1298,Jonathan Stroud,"The Golem's Eye (Bartimaeus, #2)"
1299,Tom Robbins,Still Life with Woodpecker
1300,Jenna Blum,Those Who Save Us
1301,John Grisham,The Broker
1302,Beth Revis,"Across the Universe (Across the Universe, #1)"
1303,M. Scott Peck,"The Road Less Traveled: A New Psychology of Love, Traditional Values, and Spiritual Growth"
1304,Jim Butcher,"Blood Rites (The Dresden Files, #6)"
1305,"Gertrude Chandler Warner, L. Kate Deal","The Boxcar Children (The Boxcar Children, #1)"
1306,A.S.A. Harrison,The Silent Wife
1307,Caitlin Moran,How to Be a Woman
1308,Sarah J. Maas,"A Court of Mist and Fury (A Court of Thorns and Roses, #2)"
1309,Keith Richards,Life
1310,Jhumpa Lahiri,Unaccustomed Earth
1311,Anita Shreve,The Pilot's Wife
1312,Don DeLillo,White Noise
1313,Stephen E. Ambrose,"Band of Brothers: E Company, 506th Regiment, 101st Airborne from Normandy to Hitler's Eagle's Nest"
1314,Charles Darwin,The Origin of Species
1315,Craig Thompson,Blankets
1316,David Wroblewski,The Story of Edgar Sawtelle
1317,Christina Schwarz,Drowning Ruth
1318,Charles Bukowski,Post Office
1319,Cormac McCarthy,"All the Pretty Horses (The Border Trilogy, #1)"
1320,"Arthur Conan Doyle, Kyle Freeman","The Complete Sherlock Holmes, Vol 2"
1321,"Eiichirō Oda, Andy Nakatani","One Piece, Volume 01: Romance Dawn (One Piece, #1)"
1322,Peter S. Beagle,"The Last Unicorn (The Last Unicorn, #1)"
1323,Angie Sage,"Magyk (Septimus Heap, #1)"
1324,Laurie Halse Anderson,Fever 1793
1325,Tana French,"The Likeness (Dublin Murder Squad, #2)"
1326,Erik Larson,Dead Wake: The Last Crossing of the Lusitania
1327,Rudyard Kipling,The Jungle Book
1328,Terry Hayes,"I Am Pilgrim (Pilgrim, #1)"
1329,"Allen Ginsberg, William Carlos Williams",Howl and Other Poems
1330,Richard Carlson,Don't Sweat the Small Stuff ... and it's all small stuff: Simple Ways to Keep the Little Things from Taking Over Your Life
1331,"Adam Mansbach, Ricardo Cortés",Go the Fuck to Sleep
1332,Douglas Adams,"Mostly Harmless (Hitchhiker's Guide to the Galaxy, #5)"
1333,Walter Isaacson,Benjamin Franklin: An American Life
1334,Téa Obreht,The Tiger's Wife
1335,Maria V. Snyder,"Poison Study (Study, #1)"
1336,J.R. Ward,"Lover Unbound (Black Dagger Brotherhood, #5)"
1337,Terry Pratchett,"Going Postal (Discworld, #33; Moist von Lipwig, #1)"
1338,"Anonymous, Joseph Smith Jr.",The Book of Mormon: Another Testament of Jesus Christ
1339,Stephen King,The Mist
1340,Jim Butcher,"Dead Beat (The Dresden Files, #7)"
1341,Pierce Brown,"Golden Son (Red Rising, #2)"
1342,Terry Pratchett,"Night Watch (Discworld, #29; City Watch, #6)"
1343,Terry Pratchett,"The Light Fantastic (Discworld, #2; Rincewind #2)"
1344,Malcolm Gladwell,What the Dog Saw and Other Adventures
1345,Karin Slaughter,Pretty Girls
1346,Joe Abercrombie,"Last Argument of Kings (The First Law, #3)"
1347,Stephen King,Revival
1348,Dr. Seuss,Horton Hears a Who!
1349,Michael   Lewis,The Blind Side: Evolution of a Game
1350,Garth Nix,"Lirael (Abhorsen, #2)"
1351,James Patterson,"School's Out—Forever (Maximum Ride, #2)"
1352,"Yana Toboso, Tomo Kimura","Black Butler, Vol. 1 (Black Butler, #1)"
1353,Marissa Meyer,"Winter (The Lunar Chronicles, #4)"
1354,"Robert Louis Stevenson, Robert Mighall",The Strange Case of Dr. Jekyll and Mr. Hyde and Other Tales of Terror
1355,Emily Seife,The Hunger Games Tribute Guide
1356,Peter V. Brett,"The Warded Man (Demon Cycle, #1)"
1357,John Bunyan,The Pilgrim's Progress
1358,Lee Child,"One Shot (Jack Reacher, #9)"
1359,Rick Riordan,"The Serpent's Shadow (Kane Chronicles, #3)"
1360,Stephen King,Duma Key
1361,Kate Morton,The House at Riverton
1362,Robert Jordan,"Winter's Heart (Wheel of Time, #9)"
1363,Jim Butcher,"Proven Guilty (The Dresden Files, #8)"
1364,"Fyodor Dostoyevsky, Andrew R. MacAndrew, Ben Marcus","Notes from Underground, White Nights, The Dream of a Ridiculous Man, and Selections from The House of the Dead"
1365,Carson McCullers,The Heart is a Lonely Hunter
1366,Rick Yancey,"The Infinite Sea (The 5th Wave, #2)"
1367,T.H. White,The Once and Future King (The Once and Future King #1-4)
1368,Terry Pratchett,"Small Gods (Discworld, #13)"
1369,Christopher Paul Curtis,"Bud, Not Buddy"
1370,Alison Bechdel,Fun Home: A Family Tragicomic
1371,Dan Ariely,Predictably Irrational: The Hidden Forces That Shape Our Decisions
1372,أحمد مراد,الفيل الأزرق
1373,Lynne Reid Banks,"The Indian in the Cupboard (The Indian in the Cupboard, #1)"
1374,"Robert Jordan, Brandon Sanderson","A Memory of Light (Wheel of Time, #14)"
1375,Jesse Andrews,Me and Earl and the Dying Girl
1376,Jeff Kinney,"The Ugly Truth (Diary of a Wimpy Kid, #5)"
1377,Janet Evanovich,"Janet Evanovich Three and Four Two-Book Set (Stephanie Plum, #3-4)"
1378,Simon Winchester,"The Professor and the Madman: A Tale of Murder, Insanity and the Making of the Oxford English Dictionary"
1379,"James Patterson, Andrew Gross","2nd Chance (Women's Murder Club, #2)"
1380,Art Spiegelman,"The Complete Maus (Maus, #1-2)"
1381,Jasper Fforde,"The Eyre Affair (Thursday Next, #1)"
1382,"Faye Perozich, Anne Rice, John Bolton, Daerick Gröss",Anne Rice's The Vampire Lestat: A Graphic Novel
1383,"Louis Sachar, Adam McCauley",Sideways Stories from Wayside School (Wayside School #1)
1384,"Dalai Lama XIV, Howard C. Cutler",The Art of Happiness
1385,David Mitchell,The Bone Clocks
1386,Anna Quindlen,Black and Blue
1387,"L.J. Smith, Kevin Williamson, Julie Plec","Origins (The Vampire Diaries: Stefan's Diaries, #1)"
1388,John Grisham,The Last Juror
1389,Chuck Palahniuk,Diary
1390,Janet Evanovich,"Eleven on Top (Stephanie Plum, #11)"
1391,"Cornelia Funke, Anthea Bell","Inkspell (Inkworld, #2)"
1392,Chuck Klosterman,"Sex, Drugs, and Cocoa Puffs: A Low Culture Manifesto"
1393,Evelyn Waugh,Brideshead Revisited: The Sacred and Profane Memories of Captain Charles Ryder
1394,Jim Butcher,"White Night (The Dresden Files, #9)"
1395,Jessie Burton,The Miniaturist
1396,"Margaret Weis, Tracy Hickman","Dragons of Autumn Twilight  (Dragonlance: Chronicles, #1)"
1397,Eoin Colfer,"The Lost Colony (Artemis Fowl, #5)"
1398,Scott Westerfeld,"Extras (Uglies, #4)"
1399,John Flanagan,"The Burning Bridge (Ranger's Apprentice, #2)"
1400,Deborah Harkness,"The Book of Life (All Souls Trilogy, #3)"
1401,Julia Cameron,The Artist's Way: A Spiritual Path to Higher Creativity
1402,"Jon Scieszka, Lane Smith",The Stinky Cheese Man and Other Fairly Stupid Tales
1403,Joe Hill,Horns
1404,Robert K. Massie,Catherine the Great: Portrait of a Woman
1405,Margaret Atwood,"The Year of the Flood  (MaddAddam, #2)"
1406,Kristin Hannah,Winter Garden
1407,John Grisham,The King of Torts
1408,"Marcus Luttrell, Patrick Robinson",Lone Survivor: The Eyewitness Account of Operation Redwing and the Lost Heroes of SEAL Team 10
1409,Chetan Bhagat,The 3 Mistakes of My Life
1410,Agatha Christie,"The Murder of Roger Ackroyd (Hercule Poirot, #4)"
1411,Richard Wright,Native Son
1412,Brent Weeks,"Shadow's Edge (Night Angel, #2)"
1413,Veronica Rossi,"Under the Never Sky (Under the Never Sky, #1)"
1414,Nicholas Sparks,"True Believer (Jeremy Marsh & Lexie Darnell, #1)"
1415,Eric Ries,The Lean Startup: How Today's Entrepreneurs Use Continuous Innovation to Create Radically Successful Businesses
1416,Richelle Mead,"The Golden Lily (Bloodlines, #2)"
1417,Lauren Weisberger,Chasing Harry Winston
1418,David Eddings,"Magician's Gambit (The Belgariad, #3)"
1419,"Roberto Aguirre-Sacasa, Stephen King, Mike Perkins, Laura       Martin",The Stand: Captain Trips
1420,William L. Shirer,The Rise and Fall of the Third Reich: A History of Nazi Germany
1421,Nick Hornby,A Long Way Down
1422,"Jeff Smith, Steve Hamaker","Out from Boneville (Bone, #1)"
1423,Stephen King,Rose Madder
1424,Lee Child,"Die Trying (Jack Reacher, #2)"
1425,"Kami Garcia, Margaret Stohl, Paz Pruneda","Beautiful Chaos (Caster Chronicles, #3)"
1426,Jodi Picoult,Keeping Faith
1427,Joe Hill,Heart-Shaped Box
1428,Jeff Kinney,"Cabin Fever (Diary of a Wimpy Kid, #6)"
1429,Brent Weeks,"Beyond the Shadows (Night Angel, #3)"
1430,Lauren Weisberger,Everyone Worth Knowing
1431,Brian Jacques,"Redwall (Redwall, #1)"
1432,"Karl Marx, Friedrich Engels, Gareth Stedman Jones",The Communist Manifesto
1433,Ruth Ware,The Woman in Cabin 10
1434,James Fenimore Cooper,The Last of the Mohicans (The Leatherstocking Tales #2)
1435,William Styron,Sophie's Choice
1436,Sophie Kinsella,"Shopaholic and Sister (Shopaholic, #4)"
1437,Julie Kagawa,The Iron Daughter
1438,Bruce H. Wilkinson,The Prayer of Jabez:  Breaking Through to the Blessed Life
1439,Karen Thompson Walker,The Age of Miracles
1440,Mitch Albom,Have a Little Faith: a True Story
1441,"Julia Child, Alex Prud'Homme",My Life in France
1442,Graeme Simsion,"The Rosie Effect (Don Tillman, #2)"
1443,Amish Tripathi,The Secret of the Nagas (Shiva Trilogy #2)
1444,Charles Bukowski,Ham on Rye
1445,Wendelin Van Draanen,Flipped
1446,"Travis Bradberry, Jean Greaves, Patrick Lencioni",Emotional Intelligence 2.0
1447,Robert McCloskey,Make Way for Ducklings
1448,"Douglas Preston, Lincoln Child","Relic (Pendergast, #1)"
1449,Bill Bryson,Notes from a Small Island
1450,Jim Butcher,"Small Favor (The Dresden Files, #10)"
1451,Robert Kirkman,"The Walking Dead, Compendium 1"
1452,Shannon Hale,"Princess Academy (Princess Academy, #1)"
1453,"Nicola Yoon, David Yoon","Everything, Everything"
1454,George Bernard Shaw,Pygmalion
1455,Barbara Kingsolver,Flight Behavior
1456,Brandon Mull,"Grip of the Shadow Plague (Fablehaven, #3)"
1457,Helen Fielding,"Bridget Jones: The Edge of Reason (Bridget Jones, #2)"
1458,Louis de Bernières,Corelli's Mandolin
1459,Nicholas Sparks,"At First Sight (Jeremy Marsh & Lexie Darnell, #2)"
1460,Bill Bryson,In a Sunburned Country
1461,Arthur Conan Doyle,The Memoirs of Sherlock Holmes
1462,Adam Johnson,The Orphan Master's Son
1463,David Eddings,"Enchanters' End Game (The Belgariad, #5)"
1464,"Marjane Satrapi, Mattias Ripa, Blake Ferris, Anjali Singh",The Complete Persepolis
1465,Chaim Potok,The Chosen
1466,"Irving Stone, שמואל שניצר",The Agony and the Ecstasy
1467,"Carlos Ruiz Zafón, Lucia Graves","The Angel's Game (The Cemetery of Forgotten Books, #2)"
1468,Cecelia Ahern,"Love, Rosie"
1469,"Peggy Parish, Fritz Siebel",Amelia Bedelia  (Amelia Bedelia #1)
1470,Jodi Ellen Malpas,"This Man (This Man, #1)"
1471,W. Bruce Cameron,"A Dog's Purpose (A Dog's Purpose, #1)"
1472,Sabaa Tahir,"An Ember in the Ashes (An Ember in the Ashes, #1)"
1473,J.R. Ward,"Lover Enshrined (Black Dagger Brotherhood, #6)"
1474,Helene Wecker,"The Golem and the Jinni (The Golem and the Jinni, #1)"
1475,"أحلام مستغانمي, Ahlam Mosteghanemi",الأسود يليق بك
1476,"Lemony Snicket, Brett Helquist","The Slippery Slope (A Series of Unfortunate Events, #10)"
1477,"Charles Dickens, Nicola Bradbury, Hablot Knight Browne",Bleak House
1478,Esphyr Slobodkina,"Caps for Sale: A Tale of a Peddler, Some Monkeys and Their Monkey Business"
1479,Jim Butcher,"Furies of Calderon (Codex Alera, #1)"
1480,Tamora Pierce,"Alanna: The First Adventure (Song of the Lioness, #1)"
1481,Audrey Niffenegger,Her Fearful Symmetry
1482,Anita Diamant,The Boston Girl
1483,J.R. Ward,"Lover Avenged (Black Dagger Brotherhood, #7)"
1484,Dan Simmons,"The Fall of Hyperion (Hyperion Cantos, #2)"
1485,James Ellroy,"The Black Dahlia (L.A. Quartet, #1)"
1486,"Lewis Carroll, John Tenniel, Peter Glassman","Through the Looking-Glass, and What Alice Found There"
1487,Jung Chang,Wild Swans: Three Daughters of China
1488,P.D. Eastman,"Go, Dog. Go!"
1489,"Laura Ingalls Wilder, Garth Williams","On the Banks of Plum Creek  (Little House, #4)"
1490,Stephen King,"Finders Keepers (Bill Hodges Trilogy, #2)"
1491,"Guillermo del Toro, Chuck Hogan","The Strain (The Strain Trilogy, #1)"
1492,"Emily Dickinson, Thomas H. Johnson",The Complete Poems of Emily Dickinson
1493,Fred Gipson,"Old Yeller (Old Yeller, #1)"
1494,Steve Martin,Born Standing Up: A Comic's Life
1495,Frank Warren,PostSecret: Extraordinary Confessions from Ordinary Lives (PostSecret)
1496,George R.R. Martin,"A Storm of Swords: Blood and Gold (A Song of Ice and Fire, #3: Part 2 of 2)"
1497,"Mary Norton, Beth Krush, Joe Krush","The Borrowers (The Borrowers, #1)"
1498,Stephen King,Hearts in Atlantis
1499,Jodi Picoult,Small Great Things
1500,"Haruki Murakami, Alfred Birnbaum","A Wild Sheep Chase (The Rat, #3)"
1501,Philippa Gregory,"The Queen's Fool (The Plantagenet and Tudor Novels, #12)"
1502,Laini Taylor,"Days of Blood & Starlight (Daughter of Smoke & Bone, #2)"
1503,Tom Robbins,Jitterbug Perfume
1504,John Flanagan,"The Battle for Skandia (Ranger's Apprentice, #4)"
1505,Alexandra Bracken,"The Darkest Minds (The Darkest Minds, #1)"
1506,"Paulo Coelho, Margaret Jull Costa",The Zahir
1507,Norman Vincent Peale,The Power of Positive Thinking
1508,Ruth Ware,"In a Dark, Dark Wood"
1509,"Edith Wharton, Nina Bawden",The House of Mirth
1510,"Hiro Mashima, William Flanagan","Fairy Tail, Vol. 1 (Fairy Tail, #1)"
1511,"Patrick Rothfuss, Nate  Taylor",The Slow Regard of Silent Things (The Kingkiller Chronicle #2.5)
1512,Solomon Northup,Twelve Years a Slave
1513,J.R. Ward,"Lover Mine (Black Dagger Brotherhood, #8)"
1514,Nathaniel Philbrick,In the Heart of the Sea: The Tragedy of the Whaleship Essex
1515,Ayaan Hirsi Ali,Infidel
1516,Nassim Nicholas Taleb,The Black Swan: The Impact of the Highly Improbable
1517,Justin Cronin,"The Twelve (The Passage, #2)"
1518,"Aleksandr Solzhenitsyn, H.T. Willetts",One Day in the Life of Ivan Denisovich
1519,Neal Stephenson,"The Diamond Age: or, A Young Lady's Illustrated Primer"
1520,Walter M. Miller Jr.,A Canticle for Leibowitz
1521,"Sophocles, J.E. Thomas","Antigone (The Theban Plays, #3)"
1522,Colm Tóibín,Brooklyn
1523,Lauren DeStefano,"Wither (The Chemical Garden, #1)"
1524,J.D. Vance,Hillbilly Elegy: A Memoir of a Family and Culture in Crisis
1525,Robert Jordan,"Crossroads of Twilight (Wheel of Time, #10)"
1526,Stephen Crane,The Red Badge of Courage
1527,Randall Munroe,What If?: Serious Scientific Answers to Absurd Hypothetical Questions
1528,Steven Erikson,"Gardens of the Moon (The Malazan Book of the Fallen, #1)"
1529,Paulo Coelho,The Witch Of Portobello
1530,Madeleine L'Engle,"A Swiftly Tilting Planet (A Wrinkle in Time Quintet, #3)"
1531,Suzanne Collins,"Gregor the Overlander (Underland Chronicles, #1)"
1532,Jodi Picoult,Sing You Home
1533,Anne Rice,"The Tale of the Body Thief (The Vampire Chronicles, #4)"
1534,David Baldacci,"The Camel Club (Camel Club, #1)"
1535,James Patterson,"Saving the World and Other Extreme Sports (Maximum Ride, #3)"
1536,Terry Goodkind,"Blood of the Fold (Sword of Truth, #3)"
1537,Philippa Gregory,"The Boleyn Inheritance (The Plantagenet and Tudor Novels, #10)"
1538,Anne Tyler,A Spool of Blue Thread
1539,Colson Whitehead,The Underground Railroad
1540,Melissa de la Cruz,"Masquerade (Blue Bloods, #2)"
1541,Julie Kagawa,"The Iron Queen (The Iron Fey, #3)"
1542,Cora Carmack,"Losing It (Losing It, #1)"
1543,John Grisham,The Racketeer
1544,J.M. Coetzee,Disgrace
1545,"A.A. Milne, Ernest H. Shepard","The House at Pooh Corner (Winnie-the-Pooh, #2)"
1546,Brent Weeks,"The Black Prism (Lightbringer, #1)"
1547,Sue Monk Kidd,The Mermaid Chair
1548,Arnold Lobel,"Frog and Toad Are Friends (Frog and Toad, #1)"
1549,"Lemony Snicket, Brett Helquist","The Carnivorous Carnival (A Series of Unfortunate Events, #9)"
1550,Ally Carter,"Heist Society (Heist Society, #1)"
1551,B.A. Paris,Behind Closed Doors
1552,Michael Shaara,"The Killer Angels (The Civil War Trilogy, #2)"
1553,Laurell K. Hamilton,"Circus of the Damned (Anita Blake, Vampire Hunter, #3)"
1554,Jonathan Stroud,"Ptolemy's Gate (Bartimaeus, #3)"
1555,H.G. Wells,The Island of Dr. Moreau
1556,Jennifer L. Armentrout,"Opal (Lux, #3)"
1557,Dave Eggers,Zeitoun
1558,Sharon M. Draper,Out of My Mind
1559,Lauren Kate,"Rapture (Fallen, #4)"
1560,Amanda Hocking,"Switched (Trylle, #1)"
1561,"Boris Pasternak, Max Hayward, Manya Harari, John Bayley",Doctor Zhivago
1562,Colleen Hoover,Confess
1563,Blake Crouch,"Pines (Wayward Pines, #1)"
1564,Michael Crichton,Disclosure
1565,P.D. James,Death Comes to Pemberley
1566,Edith Wharton,Ethan Frome
1567,"Jane Hamilton, Frank  Muller, C.J. Critt",A Map of the World
1568,Colleen Hoover,It Ends with Us
1569,"O. Henry, Lisbeth Zwerger",The Gift of the Magi
1570,Tom Wolfe,The Electric Kool-Aid Acid Test
1571,"William S. Burroughs, James Grauerholz, Barry  Miles",Naked Lunch
1572,"Neil Gaiman, Kelley Jones, Charles Vess, Colleen Doran, Malcolm Jones III, Steve Erickson",Dream Country (The Sandman #3)
1573,John Grisham,A Painted House
1574,"Ursula K. Le Guin, Lech Jęczmyk",The Left Hand of Darkness
1575,"John Green, Maureen Johnson, Lauren Myracle",Let It Snow: Three Holiday Romances
1576,Stephen King,"Full Dark, No Stars"
1577,Atul Gawande,Being Mortal: Medicine and What Matters in the End
1578,Dean Koontz,Intensity
1579,Chelsea Handler,Chelsea Chelsea Bang Bang
1580,"Henrik Ibsen, Michael   Meyer",A Doll's House
1581,James A. Michener,Hawaii
1582,Richard Yates,Revolutionary Road
1583,"Rachel Cohn, David Levithan",Nick & Norah's Infinite Playlist
1584,"Tom Stoppard, Henry Popkin",Rosencrantz and Guildenstern Are Dead
1585,Maggie Stiefvater,"Forever (The Wolves of Mercy Falls, #3)"
1586,Alex Garland,The Beach
1587,"Beth Hoffman, Jenna Lamia",Saving CeeCee Honeycutt
1588,Charlaine Harris,"Deadlocked (Sookie Stackhouse, #12)"
1589,Stephen King,Everything's Eventual: 14 Dark Tales
